"sys_sample_code","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers"
"13-GUNK_T35-0.2-09052018-W","Magnesium",2018-09-05 11:10:00,"7439-95-4",TRUE,5430,"ug/l",29,"ug/l",1000,"","A",""
"13-GUNK_T35-0.2-09052018-W","Nickel",2018-09-05 11:10:00,"7440-02-0",TRUE,1.2,"ug/l",0.26,"ug/l",1,"","A",""
"13-GUNK_T35-0.2-09052018-W","Nitrate+Nitrite as Nitrogen",2018-09-05 11:10:00,"NO3NO2N",TRUE,0.282,"mg/l",7e-04,"mg/l",0.002,"","A",""
"13-GUNK_T35-0.2-09052018-W","Nitrogen",2018-09-05 11:10:00,"KN",TRUE,0.8,"mg/l",NA,"mg/l",0.1,"","J","estimated value due to Equipment Blank error"
"13-GUNK_T35-0.2-09052018-W","Nitrogen, ammonia (As N)",2018-09-05 11:10:00,"7664-41-7",TRUE,0.0325,"mg/l",8e-04,"mg/l",0.005,"","A",""
"13-GUNK_T35-0.2-09052018-W","NITROGEN, KJELDAHL, TOTAL",2018-09-05 11:10:00,"KN",TRUE,0.52,"mg/l",0.08,"mg/l",0.1,"","T",""
"13-GUNK_T35-0.2-09052018-W","NITROGEN, NITRATE (AS N)",2018-09-05 11:10:00,"14797-55-8",TRUE,0.282,"mg/l",NA,"mg/l",0.01,"","A",""
"13-GUNK_T35-0.2-09052018-W","NITROGEN, NITRITE",2018-09-05 11:10:00,"14797-65-0",TRUE,NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"13-GUNK_T35-0.2-09052018-W","PHOSPHORUS, TOTAL (AS P)",2018-09-05 11:10:00,"7723-14-0",TRUE,0.0851,"mg/l",0.002,"mg/l",0.005,"","A",""
"13-GUNK_T35-0.2-09052018-W","Silver",2018-09-05 11:10:00,"7440-22-4",TRUE,NA,"ug/l",0.039,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"13-GUNK_T35-0.2-09052018-W","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",2018-09-05 11:10:00,"TDS",TRUE,216,"mg/l",4,"mg/l",10,"","A",""
"13-GUNK_T35-0.2-09052018-W","TURBIDITY",2018-09-05 11:10:00,"TURB",TRUE,5.2,"ntu",0.06,"ntu",0.1,"","J","estimated value due to Equipment Blank error"
"13-GUNK_T35-0.2-09052018-W","Zinc",2018-09-05 11:10:00,"7440-66-6",TRUE,2.5,"ug/l",2.5,"ug/l",5,"J","J","estimated value due to lab error"
"13-GUNK_T35-0.2-10032018-W","ALKALINITY, TOTAL (AS CaCO3)",2018-10-03 11:25:00,"ALK",TRUE,34,"mg/l",1,"mg/l",2,"","A",""
"13-GUNK_T35-0.2-10032018-W","Aluminum",2018-10-03 11:25:00,"7429-90-5",TRUE,263,"ug/l",11.5,"ug/l",50,"","A",""
"13-GUNK_T35-0.2-10032018-W","Arsenic",2018-10-03 11:25:00,"7440-38-2",TRUE,0.62,"ug/l",0.39,"ug/l",1,"J","J","estimated value due to lab error"
"13-GUNK_T35-0.2-10032018-W","Cadmium",2018-10-03 11:25:00,"7440-43-9",TRUE,NA,"ug/l",0.064,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"13-GUNK_T35-0.2-10032018-W","Calcium",2018-10-03 11:25:00,"7440-70-2",TRUE,11300,"ug/l",110,"ug/l",1000,"","A",""
"13-GUNK_T35-0.2-10032018-W","CHLORIDE (AS CL)",2018-10-03 11:25:00,"16887-00-6",TRUE,18.2,"mg/l",0.2,"mg/l",2,"","A",""
"13-GUNK_T35-0.2-10032018-W","Chlorophyll A",2018-10-03 11:25:00,"479-61-8",TRUE,4.88,"ug/l",NA,"ug/l",0.38,"","A",""
"13-GUNK_T35-0.2-10032018-W","Copper",2018-10-03 11:25:00,"7440-50-8",TRUE,1.9,"ug/l",0.66,"ug/l",1,"","A",""
"13-GUNK_T35-0.2-10032018-W","HARDNESS (AS CACO3)",2018-10-03 11:25:00,"HARD",TRUE,37.4,"mg/l",NA,"mg/l",6.62,"","A",""
"13-GUNK_T35-0.2-10032018-W","Iron",2018-10-03 11:25:00,"7439-89-6",TRUE,454,"ug/l",13,"ug/l",100,"","A",""
"13-GUNK_T35-0.2-10032018-W","Lead",2018-10-03 11:25:00,"7439-92-1",TRUE,0.38,"ug/l",0.067,"ug/l",1,"J","J","estimated value due to lab error"
"13-GUNK_T35-0.2-10032018-W","Magnesium",2018-10-03 11:25:00,"7439-95-4",TRUE,2250,"ug/l",29,"ug/l",1000,"","A",""
"13-GUNK_T35-0.2-10032018-W","Nickel",2018-10-03 11:25:00,"7440-02-0",TRUE,0.94,"ug/l",0.26,"ug/l",1,"J","J","estimated value due to lab error"
"13-GUNK_T35-0.2-10032018-W","Nitrate+Nitrite as Nitrogen",2018-10-03 11:25:00,"NO3NO2N",TRUE,0.21,"mg/l",7e-04,"mg/l",0.002,"","A",""
"13-GUNK_T35-0.2-10032018-W","Nitrogen",2018-10-03 11:25:00,"KN",TRUE,0.74,"mg/l",NA,"mg/l",0.1,"","A",""
"13-GUNK_T35-0.2-10032018-W","Nitrogen, ammonia (As N)",2018-10-03 11:25:00,"7664-41-7",TRUE,0.0105,"mg/l",8e-04,"mg/l",0.005,"","A",""
"13-GUNK_T35-0.2-10032018-W","NITROGEN, KJELDAHL, TOTAL",2018-10-03 11:25:00,"KN",TRUE,0.53,"mg/l",0.08,"mg/l",0.1,"","A",""
"13-GUNK_T35-0.2-10032018-W","NITROGEN, NITRATE (AS N)",2018-10-03 11:25:00,"14797-55-8",TRUE,0.21,"mg/l",NA,"mg/l",0.01,"","A",""
"13-GUNK_T35-0.2-10032018-W","NITROGEN, NITRITE",2018-10-03 11:25:00,"14797-65-0",TRUE,NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"13-GUNK_T35-0.2-10032018-W","PHOSPHORUS, TOTAL (AS P)",2018-10-03 11:25:00,"7723-14-0",TRUE,0.0643,"mg/l",0.002,"mg/l",0.005,"","A",""
"13-GUNK_T35-0.2-10032018-W","Silver",2018-10-03 11:25:00,"7440-22-4",TRUE,NA,"ug/l",0.039,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"13-GUNK_T35-0.2-10032018-W","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",2018-10-03 11:25:00,"TDS",TRUE,103,"mg/l",4,"mg/l",10,"","A",""
"13-GUNK_T35-0.2-10032018-W","TURBIDITY",2018-10-03 11:25:00,"TURB",TRUE,3.87,"ntu",0.06,"ntu",0.1,"","A",""
"13-GUNK_T35-0.2-10032018-W","Zinc",2018-10-03 11:25:00,"7440-66-6",TRUE,3,"ug/l",2.5,"ug/l",5,"J","J","estimated value due to lab error"
"13-LGUN-6.0-07112018-W","ALKALINITY, TOTAL (AS CaCO3)",2018-07-11 12:55:00,"ALK",TRUE,53.2,"mg/l",1,"mg/l",2,"","A",""
"13-LGUN-6.0-07112018-W","Aluminum",2018-07-11 12:55:00,"7429-90-5",TRUE,98.1,"ug/l",2.3,"ug/l",10,"","A",""
"13-LGUN-6.0-07112018-W","Arsenic",2018-07-11 12:55:00,"7440-38-2",TRUE,0.86,"ug/l",0.39,"ug/l",1,"J","J","estimated value due to lab error"
"13-LGUN-6.0-07112018-W","Cadmium",2018-07-11 12:55:00,"7440-43-9",TRUE,NA,"ug/l",0.064,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"13-LGUN-6.0-07112018-W","Calcium",2018-07-11 12:55:00,"7440-70-2",TRUE,20800,"ug/l",110,"ug/l",1000,"","A",""
"13-LGUN-6.0-07112018-W","CHLORIDE (AS CL)",2018-07-11 12:55:00,"16887-00-6",TRUE,42.2,"mg/l",0.2,"mg/l",2,"","A",""
"13-LGUN-6.0-07112018-W","Chlorophyll A",2018-07-11 12:55:00,"479-61-8",TRUE,0.78,"ug/l",NA,"ug/l",0.039,"","A",""
"13-LGUN-6.0-07112018-W","Copper",2018-07-11 12:55:00,"7440-50-8",TRUE,8.4,"ug/l",0.66,"ug/l",1,"","A",""
"13-LGUN-6.0-07112018-W","HARDNESS (AS CACO3)",2018-07-11 12:55:00,"HARD",TRUE,67.1,"mg/l",NA,"mg/l",6.62,"","A",""
"13-LGUN-6.0-07112018-W","Iron",2018-07-11 12:55:00,"7439-89-6",TRUE,347,"ug/l",13,"ug/l",100,"","A",""
"13-LGUN-6.0-07112018-W","Lead",2018-07-11 12:55:00,"7439-92-1",TRUE,0.44,"ug/l",0.067,"ug/l",1,"J","J","estimated value due to lab error"
"13-LGUN-6.0-07112018-W","Magnesium",2018-07-11 12:55:00,"7439-95-4",TRUE,3660,"ug/l",29,"ug/l",1000,"","A",""
"13-LGUN-6.0-07112018-W","Nickel",2018-07-11 12:55:00,"7440-02-0",TRUE,1.3,"ug/l",0.26,"ug/l",1,"","A",""
"13-LGUN-6.0-07112018-W","Nitrate+Nitrite as Nitrogen",2018-07-11 12:55:00,"NO3NO2N",TRUE,0.193,"mg/l",7e-04,"mg/l",0.002,"","A",""
"13-LGUN-6.0-07112018-W","Nitrogen",2018-07-11 12:55:00,"KN",TRUE,0.68,"mg/l",NA,"mg/l",0.2,"","A",""
"13-LGUN-6.0-07112018-W","Nitrogen, ammonia (As N)",2018-07-11 12:55:00,"7664-41-7",TRUE,0.0307,"mg/l",8e-04,"mg/l",0.005,"","J","estimated value due to Equipment Blank error"
"13-LGUN-6.0-07112018-W","NITROGEN, KJELDAHL, TOTAL",2018-07-11 12:55:00,"KN",TRUE,0.48,"mg/l",0.08,"mg/l",0.2,"","A",""
"13-LGUN-6.0-07112018-W","NITROGEN, NITRATE (AS N)",2018-07-11 12:55:00,"14797-55-8",TRUE,0.193,"mg/l",NA,"mg/l",0.01,"","A",""
"13-LGUN-6.0-07112018-W","NITROGEN, NITRITE",2018-07-11 12:55:00,"14797-65-0",TRUE,NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"13-LGUN-6.0-07112018-W","PHOSPHORUS, TOTAL (AS P)",2018-07-11 12:55:00,"7723-14-0",TRUE,0.0413,"mg/l",0.002,"mg/l",0.005,"","A",""
"13-LGUN-6.0-07112018-W","Silver",2018-07-11 12:55:00,"7440-22-4",TRUE,NA,"ug/l",0.039,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"13-LGUN-6.0-07112018-W","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",2018-07-11 12:55:00,"TDS",TRUE,138,"mg/l",4,"mg/l",10,"","A",""
"13-LGUN-6.0-07112018-W","TURBIDITY",2018-07-11 12:55:00,"TURB",TRUE,3.91,"ntu",0.06,"ntu",0.1,"","J","estimated value due to Equipment Blank error"
"13-LGUN-6.0-07112018-W","Zinc",2018-07-11 12:55:00,"7440-66-6",TRUE,6.2,"ug/l",2.5,"ug/l",5,"","A",""
"13-LGUN-6.0-07252018-WS","ALKALINITY, TOTAL (AS CaCO3)",2018-07-25 13:45:00,"ALK",TRUE,41.2,"mg/l",1,"mg/l",2,"","A",""
"13-LGUN-6.0-07252018-WS","Aluminum",2018-07-25 13:45:00,"7429-90-5",TRUE,368,"ug/l",23,"ug/l",100,"","A",""
"13-LGUN-6.0-07252018-WS","Arsenic",2018-07-25 13:45:00,"7440-38-2",TRUE,1,"ug/l",0.39,"ug/l",1,"","A",""
"13-LGUN-6.0-07252018-WS","Cadmium",2018-07-25 13:45:00,"7440-43-9",TRUE,NA,"ug/l",0.064,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"13-LGUN-6.0-07252018-WS","Calcium",2018-07-25 13:45:00,"7440-70-2",TRUE,18900,"ug/l",110,"ug/l",1000,"E","J","estimated value due to lab error"
"13-LGUN-6.0-07252018-WS","CHLORIDE (AS CL)",2018-07-25 13:45:00,"16887-00-6",TRUE,23,"mg/l",0.2,"mg/l",2,"","A",""
"13-LGUN-6.0-07252018-WS","Chlorophyll A",2018-07-25 13:45:00,"479-61-8",TRUE,3.83,"ug/l",NA,"ug/l",0.21,"","A",""
"13-LGUN-6.0-07252018-WS","Copper",2018-07-25 13:45:00,"7440-50-8",TRUE,14.3,"ug/l",0.66,"ug/l",1,"","A",""
"13-LGUN-6.0-07252018-WS","HARDNESS (AS CACO3)",2018-07-25 13:45:00,"HARD",TRUE,60,"mg/l",NA,"mg/l",6.62,"","A",""
"13-LGUN-6.0-07252018-WS","Iron",2018-07-25 13:45:00,"7439-89-6",TRUE,1200,"ug/l",13,"ug/l",100,"","A",""
"13-LGUN-6.0-07252018-WS","Lead",2018-07-25 13:45:00,"7439-92-1",TRUE,1,"ug/l",0.067,"ug/l",1,"","A",""
"13-LGUN-6.0-07252018-WS","Magnesium",2018-07-25 13:45:00,"7439-95-4",TRUE,3120,"ug/l",29,"ug/l",1000,"E","J","estimated value due to lab error"
"13-LGUN-6.0-07252018-WS","Nickel",2018-07-25 13:45:00,"7440-02-0",TRUE,1.6,"ug/l",0.26,"ug/l",1,"","A",""
"13-LGUN-6.0-07252018-WS","Nitrate+Nitrite as Nitrogen",2018-07-25 13:45:00,"NO3NO2N",TRUE,0.0643,"mg/l",7e-04,"mg/l",0.002,"","A",""
"13-LGUN-6.0-07252018-WS","Nitrogen",2018-07-25 13:45:00,"KN",TRUE,0.69,"mg/l",NA,"mg/l",0.2,"","A",""
"13-LGUN-6.0-07252018-WS","Nitrogen, ammonia (As N)",2018-07-25 13:45:00,"7664-41-7",TRUE,0.0194,"mg/l",8e-04,"mg/l",0.005,"","R","Equipment Blank error ; Precision error"
"13-LGUN-6.0-07252018-WS","NITROGEN, KJELDAHL, TOTAL",2018-07-25 13:45:00,"KN",TRUE,0.63,"mg/l",0.08,"mg/l",0.2,"","A",""
"13-LGUN-6.0-07252018-WS","NITROGEN, NITRATE (AS N)",2018-07-25 13:45:00,"14797-55-8",TRUE,0.064,"mg/l",NA,"mg/l",0.01,"","A",""
"13-LGUN-6.0-07252018-WS","NITROGEN, NITRITE",2018-07-25 13:45:00,"14797-65-0",TRUE,NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"13-LGUN-6.0-07252018-WS","PHOSPHORUS, TOTAL (AS P)",2018-07-25 13:45:00,"7723-14-0",TRUE,0.0581,"mg/l",0.002,"mg/l",0.005,"","A",""
"13-LGUN-6.0-07252018-WS","Silver",2018-07-25 13:45:00,"7440-22-4",TRUE,NA,"ug/l",0.039,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"13-LGUN-6.0-07252018-WS","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",2018-07-25 13:45:00,"TDS",TRUE,126,"mg/l",4,"mg/l",10,"","A",""
"13-LGUN-6.0-07252018-WS","TURBIDITY",2018-07-25 13:45:00,"TURB",TRUE,13.2,"ntu",0.06,"ntu",0.1,"","A",""
"13-LGUN-6.0-07252018-WS","Zinc",2018-07-25 13:45:00,"7440-66-6",TRUE,6,"ug/l",2.5,"ug/l",5,"","A",""
"13-LGUN-6.0-081618-WS","ALKALINITY, TOTAL (AS CaCO3)",2018-08-16 12:44:00,"ALK",TRUE,53.6,"mg/l",1,"mg/l",2,"","A",""
"13-LGUN-6.0-081618-WS","Aluminum",2018-08-16 12:44:00,"7429-90-5",TRUE,76.9,"ug/l",2.3,"ug/l",10,"","R","Accuracy error"
"13-LGUN-6.0-081618-WS","Arsenic",2018-08-16 12:44:00,"7440-38-2",TRUE,0.9,"ug/l",0.39,"ug/l",1,"J","J","estimated value due to lab error"
"13-LGUN-6.0-081618-WS","Cadmium",2018-08-16 12:44:00,"7440-43-9",TRUE,0.57,"ug/l",0.064,"ug/l",1,"J","J","estimated value due to lab error"
"13-LGUN-6.0-081618-WS","Calcium",2018-08-16 12:44:00,"7440-70-2",TRUE,21400,"ug/l",110,"ug/l",1000,"","A",""
"13-LGUN-6.0-081618-WS","CHLORIDE (AS CL)",2018-08-16 12:44:00,"16887-00-6",TRUE,32,"mg/l",0.2,"mg/l",2,"","A",""
"13-LGUN-6.0-081618-WS","Chlorophyll A",2018-08-16 12:44:00,"479-61-8",TRUE,1.78,"ug/l",NA,"ug/l",0.081,"","A",""
"13-LGUN-6.0-081618-WS","Copper",2018-08-16 12:44:00,"7440-50-8",TRUE,13.1,"ug/l",0.66,"ug/l",1,"","A",""
"13-LGUN-6.0-081618-WS","HARDNESS (AS CACO3)",2018-08-16 12:44:00,"HARD",TRUE,68,"mg/l",NA,"mg/l",6.62,"","A",""
"13-LGUN-6.0-081618-WS","Iron",2018-08-16 12:44:00,"7439-89-6",TRUE,587,"ug/l",13,"ug/l",100,"","A",""
"13-LGUN-6.0-081618-WS","Lead",2018-08-16 12:44:00,"7439-92-1",TRUE,1,"ug/l",0.067,"ug/l",1,"","A",""
"13-LGUN-6.0-081618-WS","Magnesium",2018-08-16 12:44:00,"7439-95-4",TRUE,3540,"ug/l",29,"ug/l",1000,"","A",""
"13-LGUN-6.0-081618-WS","Nickel",2018-08-16 12:44:00,"7440-02-0",TRUE,1.3,"ug/l",0.26,"ug/l",1,"","A",""
"13-LGUN-6.0-081618-WS","Nitrate+Nitrite as Nitrogen",2018-08-16 12:44:00,"NO3NO2N",TRUE,0.079,"mg/l",7e-04,"mg/l",0.002,"","A",""
"13-LGUN-6.0-081618-WS","Nitrogen",2018-08-16 12:44:00,"KN",TRUE,0.57,"mg/l",NA,"mg/l",0.2,"","A",""
"13-LGUN-6.0-081618-WS","Nitrogen, ammonia (As N)",2018-08-16 12:44:00,"7664-41-7",TRUE,0.0347,"mg/l",8e-04,"mg/l",0.005,"","A",""
"13-LGUN-6.0-081618-WS","NITROGEN, KJELDAHL, TOTAL",2018-08-16 12:44:00,"KN",TRUE,0.49,"mg/l",0.08,"mg/l",0.2,"","A",""
"13-LGUN-6.0-081618-WS","NITROGEN, NITRATE (AS N)",2018-08-16 12:44:00,"14797-55-8",TRUE,0.079,"mg/l",NA,"mg/l",0.01,"","A",""
"13-LGUN-6.0-081618-WS","NITROGEN, NITRITE",2018-08-16 12:44:00,"14797-65-0",TRUE,NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"13-LGUN-6.0-081618-WS","PHOSPHORUS, TOTAL (AS P)",2018-08-16 12:44:00,"7723-14-0",TRUE,0.0458,"mg/l",0.002,"mg/l",0.005,"","A",""
"13-LGUN-6.0-081618-WS","Silver",2018-08-16 12:44:00,"7440-22-4",TRUE,NA,"ug/l",0.039,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"13-LGUN-6.0-081618-WS","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",2018-08-16 12:44:00,"TDS",TRUE,147,"mg/l",4,"mg/l",10,"","A",""
"13-LGUN-6.0-081618-WS","TURBIDITY",2018-08-16 12:44:00,"TURB",TRUE,3.07,"ntu",0.06,"ntu",0.1,"","J","estimated value due to Equipment Blank error"
"13-LGUN-6.0-081618-WS","Zinc",2018-08-16 12:44:00,"7440-66-6",TRUE,4.2,"ug/l",2.5,"ug/l",5,"J","J","estimated value due to lab error"
"13-LGUN-6.0-09052018-W","ALKALINITY, TOTAL (AS CaCO3)",2018-09-05 13:58:00,"ALK",TRUE,46.8,"mg/l",1,"mg/l",2,"","A",""
"13-LGUN-6.0-09052018-W","Aluminum",2018-09-05 13:58:00,"7429-90-5",TRUE,252,"ug/l",11.5,"ug/l",50,"","A",""
"13-LGUN-6.0-09052018-W","Arsenic",2018-09-05 13:58:00,"7440-38-2",TRUE,0.71,"ug/l",0.39,"ug/l",1,"J","J","estimated value due to lab error"
"13-LGUN-6.0-09052018-W","Cadmium",2018-09-05 13:58:00,"7440-43-9",TRUE,NA,"ug/l",0.064,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"13-LGUN-6.0-09052018-W","Calcium",2018-09-05 13:58:00,"7440-70-2",TRUE,19200,"ug/l",110,"ug/l",1000,"","A",""
"13-LGUN-6.0-09052018-W","CHLORIDE (AS CL)",2018-09-05 13:58:00,"16887-00-6",TRUE,39.4,"mg/l",0.2,"mg/l",2,"","R","Accuracy error"
"13-LGUN-6.0-09052018-W","Chlorophyll A",2018-09-05 13:58:00,"479-61-8",TRUE,2.23,"ug/l",NA,"ug/l",0.15,"","A",""
"13-LGUN-6.0-09052018-W","Copper",2018-09-05 13:58:00,"7440-50-8",TRUE,29.1,"ug/l",0.66,"ug/l",1,"","A",""
"13-LGUN-6.0-09052018-W","HARDNESS (AS CACO3)",2018-09-05 13:58:00,"HARD",TRUE,62.5,"mg/l",NA,"mg/l",6.62,"","A",""
"13-LGUN-6.0-09052018-W","Iron",2018-09-05 13:58:00,"7439-89-6",TRUE,832,"ug/l",13,"ug/l",100,"","A",""
"13-LGUN-6.0-09052018-W","Lead",2018-09-05 13:58:00,"7439-92-1",TRUE,0.78,"ug/l",0.067,"ug/l",1,"J","J","estimated value due to lab error"
"13-LGUN-6.0-09052018-W","Magnesium",2018-09-05 13:58:00,"7439-95-4",TRUE,3510,"ug/l",29,"ug/l",1000,"","A",""
"13-LGUN-6.0-09052018-W","Nickel",2018-09-05 13:58:00,"7440-02-0",TRUE,1.2,"ug/l",0.26,"ug/l",1,"","A",""
"13-LGUN-6.0-09052018-W","Nitrate+Nitrite as Nitrogen",2018-09-05 13:58:00,"NO3NO2N",TRUE,0.138,"mg/l",7e-04,"mg/l",0.002,"","A",""
"13-LGUN-6.0-09052018-W","Nitrogen",2018-09-05 13:58:00,"KN",TRUE,0.65,"mg/l",NA,"mg/l",0.1,"","J","estimated value due to Equipment Blank error"
"13-LGUN-6.0-09052018-W","Nitrogen, ammonia (As N)",2018-09-05 13:58:00,"7664-41-7",TRUE,0.0136,"mg/l",8e-04,"mg/l",0.005,"","A",""
"13-LGUN-6.0-09052018-W","NITROGEN, KJELDAHL, TOTAL",2018-09-05 13:58:00,"KN",TRUE,0.51,"mg/l",0.08,"mg/l",0.1,"","T",""
"13-LGUN-6.0-09052018-W","NITROGEN, NITRATE (AS N)",2018-09-05 13:58:00,"14797-55-8",TRUE,0.138,"mg/l",NA,"mg/l",0.01,"","A",""
"13-LGUN-6.0-09052018-W","NITROGEN, NITRITE",2018-09-05 13:58:00,"14797-65-0",TRUE,NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"13-LGUN-6.0-09052018-W","PHOSPHORUS, TOTAL (AS P)",2018-09-05 13:58:00,"7723-14-0",TRUE,0.0502,"mg/l",0.002,"mg/l",0.005,"","A",""
"13-LGUN-6.0-09052018-W","Silver",2018-09-05 13:58:00,"7440-22-4",TRUE,NA,"ug/l",0.039,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"13-LGUN-6.0-09052018-W","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",2018-09-05 13:58:00,"TDS",TRUE,149,"mg/l",4,"mg/l",10,"","A",""
"13-LGUN-6.0-09052018-W","TURBIDITY",2018-09-05 13:58:00,"TURB",TRUE,3.98,"ntu",0.06,"ntu",0.1,"","J","estimated value due to Equipment Blank error"
"13-LGUN-6.0-09052018-W","Zinc",2018-09-05 13:58:00,"7440-66-6",TRUE,4.6,"ug/l",2.5,"ug/l",5,"J","J","estimated value due to lab error"
"13-LGUN-6.0-10032018-W","ALKALINITY, TOTAL (AS CaCO3)",2018-10-03 13:29:00,"ALK",TRUE,35.6,"mg/l",1,"mg/l",2,"","A",""
"13-LGUN-6.0-10032018-W","Aluminum",2018-10-03 13:29:00,"7429-90-5",TRUE,49.2,"ug/l",2.3,"ug/l",10,"","A",""
"13-LGUN-6.0-10032018-W","Arsenic",2018-10-03 13:29:00,"7440-38-2",TRUE,0.54,"ug/l",0.39,"ug/l",1,"J","J","estimated value due to lab error"
"13-LGUN-6.0-10032018-W","Cadmium",2018-10-03 13:29:00,"7440-43-9",TRUE,NA,"ug/l",0.064,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"13-LGUN-6.0-10032018-W","Calcium",2018-10-03 13:29:00,"7440-70-2",TRUE,14700,"ug/l",110,"ug/l",1000,"","A",""
"13-LGUN-6.0-10032018-W","CHLORIDE (AS CL)",2018-10-03 13:29:00,"16887-00-6",TRUE,33.8,"mg/l",0.2,"mg/l",2,"","A",""
"13-LGUN-6.0-10032018-W","Chlorophyll A",2018-10-03 13:29:00,"479-61-8",TRUE,6.95,"ug/l",NA,"ug/l",0.38,"","A",""
"13-LGUN-6.0-10032018-W","Copper",2018-10-03 13:29:00,"7440-50-8",TRUE,18.1,"ug/l",0.66,"ug/l",1,"","A",""
"13-LGUN-6.0-10032018-W","HARDNESS (AS CACO3)",2018-10-03 13:29:00,"HARD",TRUE,48,"mg/l",NA,"mg/l",6.62,"","A",""
"13-LGUN-6.0-10032018-W","Iron",2018-10-03 13:29:00,"7439-89-6",TRUE,234,"ug/l",13,"ug/l",100,"","A",""
"13-LGUN-6.0-10032018-W","Lead",2018-10-03 13:29:00,"7439-92-1",TRUE,0.16,"ug/l",0.067,"ug/l",1,"J","J","estimated value due to lab error"
"13-LGUN-6.0-10032018-W","Magnesium",2018-10-03 13:29:00,"7439-95-4",TRUE,2760,"ug/l",29,"ug/l",1000,"","A",""
"13-LGUN-6.0-10032018-W","Nickel",2018-10-03 13:29:00,"7440-02-0",TRUE,0.54,"ug/l",0.26,"ug/l",1,"J","J","estimated value due to lab error"
"13-LGUN-6.0-10032018-W","Nitrate+Nitrite as Nitrogen",2018-10-03 13:29:00,"NO3NO2N",TRUE,0.0399,"mg/l",7e-04,"mg/l",0.002,"","A",""
"13-LGUN-6.0-10032018-W","Nitrogen",2018-10-03 13:29:00,"KN",TRUE,0.52,"mg/l",NA,"mg/l",0.1,"","A",""
"13-LGUN-6.0-10032018-W","Nitrogen, ammonia (As N)",2018-10-03 13:29:00,"7664-41-7",TRUE,0.0104,"mg/l",8e-04,"mg/l",0.005,"","A",""
"13-LGUN-6.0-10032018-W","NITROGEN, KJELDAHL, TOTAL",2018-10-03 13:29:00,"KN",TRUE,0.48,"mg/l",0.08,"mg/l",0.1,"","A",""
"13-LGUN-6.0-10032018-W","NITROGEN, NITRATE (AS N)",2018-10-03 13:29:00,"14797-55-8",TRUE,0.04,"mg/l",NA,"mg/l",0.01,"","R","Result should be less than the total"
"13-LGUN-6.0-10032018-W","NITROGEN, NITRITE",2018-10-03 13:29:00,"14797-65-0",TRUE,NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"13-LGUN-6.0-10032018-W","PHOSPHORUS, TOTAL (AS P)",2018-10-03 13:29:00,"7723-14-0",TRUE,0.0246,"mg/l",0.002,"mg/l",0.005,"","A",""
"13-LGUN-6.0-10032018-W","Silver",2018-10-03 13:29:00,"7440-22-4",TRUE,NA,"ug/l",0.039,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"13-LGUN-6.0-10032018-W","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",2018-10-03 13:29:00,"TDS",TRUE,125,"mg/l",4,"mg/l",10,"","A",""
"13-LGUN-6.0-10032018-W","TURBIDITY",2018-10-03 13:29:00,"TURB",TRUE,2.24,"ntu",0.06,"ntu",0.1,"","J","estimated value due to Equipment Blank error"
"13-LGUN-6.0-10032018-W","Zinc",2018-10-03 13:29:00,"7440-66-6",TRUE,NA,"ug/l",2.5,"ug/l",5,"U","U","Analyte was analyzed for but not detected"
"13-MASO-0.2-07112018-W","ALKALINITY, TOTAL (AS CaCO3)",2018-07-11 16:30:00,"ALK",TRUE,149,"mg/l",1,"mg/l",2,"","A",""
"13-MASO-0.2-07112018-W","Aluminum",2018-07-11 16:30:00,"7429-90-5",TRUE,350,"ug/l",11.5,"ug/l",50,"","A",""
