DEC_sample_type,sys_sample_code,lab_anl_method_name,analysis_date,fraction,column_number,test_type,lab_matrix_code,analysis_location,basis,container_id,dilution_factor,prep_method,prep_date,leachate_method,leachate_date,lab_name_code,qc_level,lab_sample_id,percent_moisture,subsample_amount,subsample_amount_unit,analyst_name,instrument_id,comment.x,preservative,final_volume,final_volume_unit,cas_rn,chemical_name,result_value,result_error_delta,result_type_code,reportable_result,detect_flag,lab_qualifiers,validator_qualifiers,interpreted_qualifiers,validated_yn,method_detection_limit,reporting_detection_limit,quantitation_limit,result_unit,detection_limit_unit,tic_retention_time,minimum_detectable_conc,counting_error,uncertainty,critical_value,validation_level,result_comment,qc_original_conc,qc_spike_added,qc_spike_measured,qc_spike_recovery,qc_dup_original_conc,qc_dup_spike_added,qc_dup_spike_measured,qc_dup_spike_recovery,qc_rpd,qc_spike_lcl,qc_spike_ucl,qc_rpd_cl,qc_spike_status,qc_dup_spike_status,qc_rpd_status,lab_sdg,X.data_provider,sample_name,sample_matrix_code,sample_type_code,sample_source,parent_sample_code,sample_delivery_group,sample_date,sys_loc_code,start_depth,end_depth,depth_unit,chain_of_custody,sent_to_lab_date,sample_receipt_date,sampler,sampling_company_code,sampling_reason,sampling_technique,task_code,collection_quarter,composite_yn,composite_desc,sample_class,custom_field_1,custom_field_2,custom_field_3,comment.y
,17ALG001MSD,E353.2,6/25/2017 11:36,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-001DMS,NA,10,mL,NA,NA,NA,NA,10,mL,NO3NO2N,Nitrate+Nitrite as Nitrogen,0.317,NA,SC,Yes,Y,,NA,,NA,0.0025,NA,0.0025,mg/l,mg/l,NA,0.0025,NA,NA,NA,NA,,NA,NA,NA,NA,0.115,0.2,0.317,101,1,75,125,20,NA,NA,NA,R1705476,ALSRNY,17ALG001,WS,SD,Lab,17ALG001,R1705476,6/14/2017 9:30,17ALG001,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
,17ALG001MSD,E365.1,6/20/2017 16:59,T,NA,initial,WS,LB,NA,NA,1,METHOD,6/19/2017 14:30,NA,NA,ALSRNY,quant,R1705476-001DMS,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",0.0339,NA,SC,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,0.0103,0.025,0.0339,95,2,75,125,20,NA,NA,NA,R1705476,ALSRNY,17ALG001,WS,SD,Lab,17ALG001,R1705476,6/14/2017 9:30,17ALG001,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
,17ALG001MSD,E365.1,6/20/2017 16:16,D,NA,initial,WS,LB,NA,NA,1,METHOD,6/19/2017 14:30,NA,NA,ALSRNY,quant,R1705476-002DMS,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, DISSOLVED (AS P)",0.0283,NA,SC,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,0.0068,0.025,0.0283,86,3,75,125,20,NA,NA,NA,R1705476,ALSRNY,17ALG001,WS,SD,Lab,17ALG001,R1705476,6/14/2017 9:30,17ALG001,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG002,D6919-09,6/23/2017 17:31,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-003,NA,10,mL,NA,NA,NA,NA,10,mL,7664-41-7,"Nitrogen, ammonia (As N)",0.0118,NA,TRG,Yes,Y,,NA,,NA,8.00E-04,NA,0.005,mg/l,mg/l,NA,8.00E-04,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG002,WS,N,Field,,R1705476,6/14/2017 9:38,17ALG002,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG002,SM5310C,6/23/2017 19:45,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-003,NA,42,mL,NA,NA,NA,NA,42,mL,TOC,TOTAL ORGANIC CARBON,1.8,NA,TRG,Yes,Y,,NA,,NA,0.05,NA,1,mg/l,mg/l,NA,0.05,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG002,WS,N,Field,,R1705476,6/14/2017 9:38,17ALG002,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG002,SM2120B,6/15/2017 14:00,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-003,NA,0,mL,NA,NA,NA,NA,NA,,COLOR,"Color, True",20,NA,TRG,Yes,Y,,NA,,NA,NA,NA,1,color unit,color unit,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG002,WS,N,Field,,R1705476,6/14/2017 9:38,17ALG002,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG002,E353.2,6/25/2017 11:37,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-003,NA,10,mL,NA,NA,NA,NA,10,mL,NO3NO2N,Nitrate+Nitrite as Nitrogen,0.258,NA,TRG,Yes,Y,,NA,,NA,0.0025,NA,0.0025,mg/l,mg/l,NA,0.0025,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG002,WS,N,Field,,R1705476,6/14/2017 9:38,17ALG002,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG002,E351.2,6/28/2017 11:25,T,NA,initial,WS,LB,NA,NA,1,METHOD,6/27/2017 13:00,NA,NA,ALSRNY,quant,R1705476-003,NA,20,mL,NA,NA,NA,NA,20,mL,KN,"NITROGEN, KJELDAHL, TOTAL",0.16,NA,TRG,Yes,Y,,NA,,NA,0.08,NA,0.1,mg/l,mg/l,NA,0.08,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG002,WS,N,Field,,R1705476,6/14/2017 9:38,17ALG002,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG002,SM2120B,6/15/2017 14:00,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-003,NA,0,mL,NA,NA,NA,NA,NA,,PHCOLOR,pH of Color Analysis,7.45,NA,TRG,Yes,Y,,NA,,NA,NA,NA,NA,pH units,pH units,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG002,WS,N,Field,,R1705476,6/14/2017 9:38,17ALG002,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG002,E365.1,6/20/2017 17:00,T,NA,initial,WS,LB,NA,NA,1,METHOD,6/19/2017 14:30,NA,NA,ALSRNY,quant,R1705476-003,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",0.0111,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG002,WS,N,Field,,R1705476,6/14/2017 9:38,17ALG002,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG002,E365.1,6/20/2017 16:17,D,NA,initial,WS,LB,NA,NA,1,METHOD,6/19/2017 14:30,NA,NA,ALSRNY,quant,R1705476-004,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, DISSOLVED (AS P)",0.0097,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG002,WS,N,Field,,R1705476,6/14/2017 9:38,17ALG002,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
,17ALG002MS,E351.2,6/28/2017 11:26,T,NA,initial,WS,LB,NA,NA,1,METHOD,6/27/2017 13:00,NA,NA,ALSRNY,quant,R1705476-003MS,NA,20,mL,NA,NA,NA,NA,20,mL,KN,"NITROGEN, KJELDAHL, TOTAL",2.39,NA,SC,Yes,Y,,NA,,NA,0.08,NA,0.1,mg/l,mg/l,NA,0.08,NA,NA,NA,NA,,0.16,2.5,2.39,89,NA,NA,NA,NA,,75,125,20,NA,NA,NA,R1705476,ALSRNY,17ALG002,WS,MS,Lab,17ALG002,R1705476,6/14/2017 9:38,17ALG002,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
,17ALG002MSD,E351.2,6/28/2017 11:27,T,NA,initial,WS,LB,NA,NA,1,METHOD,6/27/2017 13:00,NA,NA,ALSRNY,quant,R1705476-003DMS,NA,20,mL,NA,NA,NA,NA,20,mL,KN,"NITROGEN, KJELDAHL, TOTAL",2.36,NA,SC,Yes,Y,,NA,,NA,0.08,NA,0.1,mg/l,mg/l,NA,0.08,NA,NA,NA,NA,,NA,NA,NA,NA,0.16,2.5,2.36,88,2,75,125,20,NA,NA,NA,R1705476,ALSRNY,17ALG002,WS,SD,Lab,17ALG002,R1705476,6/14/2017 9:38,17ALG002,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG005,SM 2320 B,6/25/2017 0:10,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-009,NA,0,mL,NA,NA,NA,NA,NA,,ALK,"ALKALINITY, TOTAL (AS CaCO3)",53.2,NA,TRG,Yes,Y,,NA,,NA,1,NA,2,mg/l,mg/l,NA,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG005,WS,N,Field,,R1705476,6/14/2017 10:10,17ALG005,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG005,D6919-09,6/23/2017 18:19,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-009,NA,10,mL,NA,NA,NA,NA,10,mL,7664-41-7,"Nitrogen, ammonia (As N)",0.0171,NA,TRG,Yes,Y,,NA,,NA,8.00E-04,NA,0.005,mg/l,mg/l,NA,8.00E-04,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG005,WS,N,Field,,R1705476,6/14/2017 10:10,17ALG005,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG005,SM5310C,6/23/2017 20:48,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-009,NA,42,mL,NA,NA,NA,NA,42,mL,TOC,TOTAL ORGANIC CARBON,2.1,NA,TRG,Yes,Y,,NA,,NA,0.05,NA,1,mg/l,mg/l,NA,0.05,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG005,WS,N,Field,,R1705476,6/14/2017 10:10,17ALG005,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG005,SM10200H,6/19/2017 9:30,T,NA,initial,WS,LB,NA,NA,2,,,NA,NA,ALSRNY,quant,R1705476-009,NA,250,mL,NA,NA,NA,NA,NA,,479-61-8,Chlorophyll A,8.63,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0.32,ug/l,ug/l,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG005,WS,N,Field,,R1705476,6/14/2017 10:10,17ALG005,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG005,SM2120B,6/15/2017 14:00,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-009,NA,0,mL,NA,NA,NA,NA,NA,,COLOR,"Color, True",15,NA,TRG,Yes,Y,,NA,,NA,NA,NA,1,color unit,color unit,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG005,WS,N,Field,,R1705476,6/14/2017 10:10,17ALG005,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG005,E353.2,6/25/2017 11:42,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-009,NA,10,mL,NA,NA,NA,NA,10,mL,NO3NO2N,Nitrate+Nitrite as Nitrogen,0.134,NA,TRG,Yes,Y,,NA,,NA,0.0025,NA,0.0025,mg/l,mg/l,NA,0.0025,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG005,WS,N,Field,,R1705476,6/14/2017 10:10,17ALG005,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG005,E351.2,6/28/2017 11:30,T,NA,initial,WS,LB,NA,NA,1,METHOD,6/27/2017 13:00,NA,NA,ALSRNY,quant,R1705476-009,NA,20,mL,NA,NA,NA,NA,20,mL,KN,"NITROGEN, KJELDAHL, TOTAL",0.35,NA,TRG,Yes,Y,,NA,,NA,0.08,NA,0.1,mg/l,mg/l,NA,0.08,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG005,WS,N,Field,,R1705476,6/14/2017 10:10,17ALG005,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG005,SM2120B,6/15/2017 14:00,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-009,NA,0,mL,NA,NA,NA,NA,NA,,PHCOLOR,pH of Color Analysis,7.84,NA,TRG,Yes,Y,,NA,,NA,NA,NA,NA,pH units,pH units,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG005,WS,N,Field,,R1705476,6/14/2017 10:10,17ALG005,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG005,E365.1,6/20/2017 17:03,T,NA,initial,WS,LB,NA,NA,1,METHOD,6/19/2017 14:30,NA,NA,ALSRNY,quant,R1705476-009,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",0.013,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG005,WS,N,Field,,R1705476,6/14/2017 10:10,17ALG005,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG005,E365.1,6/20/2017 16:23,D,NA,initial,WS,LB,NA,NA,1,METHOD,6/19/2017 14:30,NA,NA,ALSRNY,quant,R1705476-010,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, DISSOLVED (AS P)",0.0034,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG005,WS,N,Field,,R1705476,6/14/2017 10:10,17ALG005,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG006,D6919-09,6/23/2017 18:35,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-011,NA,10,mL,NA,NA,NA,NA,10,mL,7664-41-7,"Nitrogen, ammonia (As N)",0.047,NA,TRG,Yes,Y,,NA,,NA,8.00E-04,NA,0.005,mg/l,mg/l,NA,8.00E-04,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG006,WS,N,Field,,R1705476,6/14/2017 10:10,17ALG006,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG006,SM5310C,6/23/2017 21:09,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-011,NA,42,mL,NA,NA,NA,NA,42,mL,TOC,TOTAL ORGANIC CARBON,2,NA,TRG,Yes,Y,,NA,,NA,0.05,NA,1,mg/l,mg/l,NA,0.05,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG006,WS,N,Field,,R1705476,6/14/2017 10:10,17ALG006,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG006,SM2120B,6/15/2017 14:00,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-011,NA,0,mL,NA,NA,NA,NA,NA,,COLOR,"Color, True",16,NA,TRG,Yes,Y,,NA,,NA,NA,NA,1,color unit,color unit,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG006,WS,N,Field,,R1705476,6/14/2017 10:10,17ALG006,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG006,E353.2,6/25/2017 11:43,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-011,NA,10,mL,NA,NA,NA,NA,10,mL,NO3NO2N,Nitrate+Nitrite as Nitrogen,0.127,NA,TRG,Yes,Y,,NA,,NA,0.0025,NA,0.0025,mg/l,mg/l,NA,0.0025,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG006,WS,N,Field,,R1705476,6/14/2017 10:10,17ALG006,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG006,E351.2,6/28/2017 11:32,T,NA,initial,WS,LB,NA,NA,1,METHOD,6/27/2017 13:00,NA,NA,ALSRNY,quant,R1705476-011,NA,20,mL,NA,NA,NA,NA,20,mL,KN,"NITROGEN, KJELDAHL, TOTAL",0.25,NA,TRG,Yes,Y,,NA,,NA,0.08,NA,0.1,mg/l,mg/l,NA,0.08,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG006,WS,N,Field,,R1705476,6/14/2017 10:10,17ALG006,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG006,SM2120B,6/15/2017 14:00,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-011,NA,0,mL,NA,NA,NA,NA,NA,,PHCOLOR,pH of Color Analysis,7.81,NA,TRG,Yes,Y,,NA,,NA,NA,NA,NA,pH units,pH units,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG006,WS,N,Field,,R1705476,6/14/2017 10:10,17ALG006,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG006,E365.1,6/20/2017 17:04,T,NA,initial,WS,LB,NA,NA,1,METHOD,6/19/2017 14:30,NA,NA,ALSRNY,quant,R1705476-011,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, TOTAL (AS P)",0.0211,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG006,WS,N,Field,,R1705476,6/14/2017 10:10,17ALG006,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG006,E365.1,6/20/2017 16:24,D,NA,initial,WS,LB,NA,NA,1,METHOD,6/19/2017 14:30,NA,NA,ALSRNY,quant,R1705476-012,NA,20,mL,NA,NA,NA,NA,20,mL,7723-14-0,"PHOSPHORUS, DISSOLVED (AS P)",0.0054,NA,TRG,Yes,Y,,NA,,NA,0.002,NA,0.003,mg/l,mg/l,NA,0.002,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG006,WS,N,Field,,R1705476,6/14/2017 10:10,17ALG006,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
,17ALG006MS,E351.2,6/28/2017 11:33,T,NA,initial,WS,LB,NA,NA,1,METHOD,6/27/2017 13:00,NA,NA,ALSRNY,quant,R1705476-011MS,NA,20,mL,NA,NA,NA,NA,20,mL,KN,"NITROGEN, KJELDAHL, TOTAL",2.41,NA,SC,Yes,Y,,NA,,NA,0.08,NA,0.1,mg/l,mg/l,NA,0.08,NA,NA,NA,NA,,0.25,2.5,2.41,86,NA,NA,NA,NA,,75,125,20,NA,NA,NA,R1705476,ALSRNY,17ALG006,WS,MS,Lab,17ALG006,R1705476,6/14/2017 10:10,17ALG006,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
,17ALG006MSD,E351.2,6/28/2017 11:34,T,NA,initial,WS,LB,NA,NA,1,METHOD,6/27/2017 13:00,NA,NA,ALSRNY,quant,R1705476-011DMS,NA,20,mL,NA,NA,NA,NA,20,mL,KN,"NITROGEN, KJELDAHL, TOTAL",2.58,NA,SC,Yes,Y,,NA,,NA,0.08,NA,0.1,mg/l,mg/l,NA,0.08,NA,NA,NA,NA,,NA,NA,NA,NA,0.25,2.5,2.58,93,7,75,125,20,NA,NA,NA,R1705476,ALSRNY,17ALG006,WS,SD,Lab,17ALG006,R1705476,6/14/2017 10:10,17ALG006,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG007,SM 2320 B,6/25/2017 0:16,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-013,NA,0,mL,NA,NA,NA,NA,NA,,ALK,"ALKALINITY, TOTAL (AS CaCO3)",63.2,NA,TRG,Yes,Y,,NA,,NA,1,NA,2,mg/l,mg/l,NA,1,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG007,WS,N,Field,,R1705476,6/14/2017 10:20,17ALG007,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG007,D6919-09,6/23/2017 18:51,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-013,NA,10,mL,NA,NA,NA,NA,10,mL,7664-41-7,"Nitrogen, ammonia (As N)",NA,NA,TRG,Yes,N,U,NA,U,NA,8.00E-04,8.00E-04,0.005,mg/l,mg/l,NA,8.00E-04,NA,NA,NA,NA,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG007,WS,N,Field,,R1705476,6/14/2017 10:20,17ALG007,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG007,SM5310C,6/23/2017 21:30,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-013,NA,42,mL,NA,NA,NA,NA,42,mL,TOC,TOTAL ORGANIC CARBON,2,NA,TRG,Yes,Y,,NA,,NA,0.05,NA,1,mg/l,mg/l,NA,0.05,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG007,WS,N,Field,,R1705476,6/14/2017 10:20,17ALG007,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG007,SM10200H,6/19/2017 9:30,T,NA,initial,WS,LB,NA,NA,5,,,NA,NA,ALSRNY,quant,R1705476-013,NA,250,mL,NA,NA,NA,NA,NA,,479-61-8,Chlorophyll A,19.9,NA,TRG,Yes,Y,,NA,,NA,NA,NA,0.8,ug/l,ug/l,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG007,WS,N,Field,,R1705476,6/14/2017 10:20,17ALG007,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
N,17ALG007,E353.2,6/25/2017 11:44,T,NA,initial,WS,LB,NA,NA,1,,,NA,NA,ALSRNY,quant,R1705476-013,NA,10,mL,NA,NA,NA,NA,10,mL,NO3NO2N,Nitrate+Nitrite as Nitrogen,0.186,NA,TRG,Yes,Y,,NA,,NA,0.0025,NA,0.0025,mg/l,mg/l,NA,0.0025,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,R1705476,ALSRNY,17ALG007,WS,N,Field,,R1705476,6/14/2017 10:20,17ALG007,NA,NA,NA,NA,NA,6/14/2017,NA,NYSDEC,NA,NA,SC,NA,n,NA,NA,NA,NA,NA,NA
