"Project_name","SiteID","sys_sample_code","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers"
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07102018-W","TURBIDITY",2018-07-10 12:45:00,"TURB","T",0.97,"ntu",0.06,"ntu",0.1,"","R","Equipment Blank error"
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07102018-W","Zinc",2018-07-10 12:45:00,"7440-66-6","D",22.1,"ug/l",2.5,"ug/l",5,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07102018-W","Zinc",2018-07-10 12:45:00,"7440-66-6","T",28.9,"ug/l",2.5,"ug/l",5,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","ALKALINITY, TOTAL (AS CaCO3)",2018-07-31 14:00:00,"ALK","T",116,"mg/l",1,"mg/l",2,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","Aluminum",2018-07-31 14:00:00,"7429-90-5","D",9.2,"ug/l",2.3,"ug/l",10,"J","J","estimated value due to lab error"
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","Arsenic",2018-07-31 14:00:00,"7440-38-2","T",1.1,"ug/l",0.39,"ug/l",1,"","R","Precision error"
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","Cadmium",2018-07-31 14:00:00,"7440-43-9","D",NA,"ug/l",0.064,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","Calcium",2018-07-31 14:00:00,"7440-70-2","T",47200,"ug/l",110,"ug/l",1000,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","Carbon, Dissolved Organic (DOC)",2018-07-31 14:00:00,"DOC","D",5.6,"mg/l",0.05,"mg/l",1,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","CHLORIDE (AS CL)",2018-07-31 14:00:00,"16887-00-6","T",197,"mg/l",2,"mg/l",20,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","Copper",2018-07-31 14:00:00,"7440-50-8","D",3.9,"ug/l",0.66,"ug/l",1,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","Copper",2018-07-31 14:00:00,"7440-50-8","T",4.8,"ug/l",0.66,"ug/l",1,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","Fluoride, undistilled",2018-07-31 14:00:00,"16984-48-8","T",0.12,"mg/l",0.004,"mg/l",0.1,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","HARDNESS (AS CACO3)",2018-07-31 14:00:00,"HARD","T",172,"mg/l",NA,"mg/l",6.62,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","Iron",2018-07-31 14:00:00,"7439-89-6","T",429,"ug/l",13,"ug/l",100,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","Lead",2018-07-31 14:00:00,"7439-92-1","T",0.46,"ug/l",0.067,"ug/l",1,"J","J","estimated value due to lab error"
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","Lead",2018-07-31 14:00:00,"7439-92-1","D",0.13,"ug/l",0.067,"ug/l",1,"J","J","estimated value due to lab error"
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","Magnesium",2018-07-31 14:00:00,"7439-95-4","T",13100,"ug/l",29,"ug/l",1000,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","Manganese",2018-07-31 14:00:00,"7439-96-5","T",172,"ug/l",1.7,"ug/l",10,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","Nickel",2018-07-31 14:00:00,"7440-02-0","D",1.3,"ug/l",0.26,"ug/l",1,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","Nitrate+Nitrite as Nitrogen",2018-07-31 14:00:00,"NO3NO2N","T",3.63,"mg/l",0.004,"mg/l",0.01,"","R","Precision error"
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","Nitrogen",2018-07-31 14:00:00,"KN","T",4.36,"mg/l",NA,"mg/l",0.1,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","Nitrogen, ammonia (As N)",2018-07-31 14:00:00,"7664-41-7","T",0.0624,"mg/l",8e-04,"mg/l",0.005,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","NITROGEN, KJELDAHL, TOTAL",2018-07-31 14:00:00,"KN","T",0.72,"mg/l",0.08,"mg/l",0.1,"","T",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","NITROGEN, NITRATE (AS N)",2018-07-31 14:00:00,"14797-55-8","T",3.59,"mg/l",NA,"mg/l",0.01,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","NITROGEN, NITRITE",2018-07-31 14:00:00,"14797-65-0","T",0.04,"mg/l",0.007,"mg/l",0.01,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","Orthophosphate as Phosphorus, Dissolved",2018-07-31 14:00:00,"PDORTHO","D",0.469,"mg/l",0.0014,"mg/l",0.005,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","PHOSPHORUS, TOTAL (AS P)",2018-07-31 14:00:00,"7723-14-0","T",0.48,"mg/l",0.02,"mg/l",0.05,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","Potassium",2018-07-31 14:00:00,"7440-09-7","T",4410,"ug/l",70,"ug/l",2000,"E","J","estimated value due to lab error"
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","Silver",2018-07-31 14:00:00,"7440-22-4","T",NA,"ug/l",0.039,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","Sodium",2018-07-31 14:00:00,"7440-23-5","T",117000,"ug/l",44,"ug/l",1000,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","SULFATE (AS SO4)",2018-07-31 14:00:00,"14808-79-8","T",23.3,"mg/l",0.2,"mg/l",2,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",2018-07-31 14:00:00,"TDS","T",517,"mg/l",4,"mg/l",10,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","TURBIDITY",2018-07-31 14:00:00,"TURB","T",1.62,"ntu",0.06,"ntu",0.1,"","R","Equipment Blank error"
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","Zinc",2018-07-31 14:00:00,"7440-66-6","D",5.9,"ug/l",2.5,"ug/l",5,"N","R","lab error ; Accuracy error"
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-07312018-WS","Zinc",2018-07-31 14:00:00,"7440-66-6","T",7.4,"ug/l",2.5,"ug/l",5,"","R","Accuracy error"
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","ALKALINITY, TOTAL (AS CaCO3)",2018-08-21 13:30:00,"ALK","T",126,"mg/l",1,"mg/l",2,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","Aluminum",2018-08-21 13:30:00,"7429-90-5","D",7.6,"ug/l",2.3,"ug/l",10,"J","J","estimated value due to lab error"
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","Arsenic",2018-08-21 13:30:00,"7440-38-2","T",1.3,"ug/l",0.39,"ug/l",1,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","Cadmium",2018-08-21 13:30:00,"7440-43-9","D",0.58,"ug/l",0.064,"ug/l",1,"J","J","estimated value due to lab error"
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","Calcium",2018-08-21 13:30:00,"7440-70-2","T",50700,"ug/l",110,"ug/l",1000,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","Carbon, Dissolved Organic (DOC)",2018-08-21 13:30:00,"DOC","D",6,"mg/l",0.05,"mg/l",1,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","CHLORIDE (AS CL)",2018-08-21 13:30:00,"16887-00-6","T",182,"mg/l",0.5,"mg/l",8,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","Copper",2018-08-21 13:30:00,"7440-50-8","D",5.4,"ug/l",0.66,"ug/l",1,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","Copper",2018-08-21 13:30:00,"7440-50-8","T",6,"ug/l",0.66,"ug/l",1,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","Fluoride, undistilled",2018-08-21 13:30:00,"16984-48-8","T",0.12,"mg/l",0.004,"mg/l",0.1,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","HARDNESS (AS CACO3)",2018-08-21 13:30:00,"HARD","T",180,"mg/l",NA,"mg/l",6.62,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","Iron",2018-08-21 13:30:00,"7439-89-6","T",469,"ug/l",13,"ug/l",100,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","Lead",2018-08-21 13:30:00,"7439-92-1","T",1,"ug/l",0.067,"ug/l",1,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","Lead",2018-08-21 13:30:00,"7439-92-1","D",0.83,"ug/l",0.067,"ug/l",1,"J","J","estimated value due to lab error"
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","Magnesium",2018-08-21 13:30:00,"7439-95-4","T",13000,"ug/l",29,"ug/l",1000,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","Manganese",2018-08-21 13:30:00,"7439-96-5","T",136,"ug/l",1.7,"ug/l",10,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","Nickel",2018-08-21 13:30:00,"7440-02-0","D",1.8,"ug/l",0.26,"ug/l",1,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","Nitrate+Nitrite as Nitrogen",2018-08-21 13:30:00,"NO3NO2N","T",3.79,"mg/l",0.0026,"mg/l",0.008,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","Nitrogen",2018-08-21 13:30:00,"KN","T",4.44,"mg/l",NA,"mg/l",0.1,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","Nitrogen, ammonia (As N)",2018-08-21 13:30:00,"7664-41-7","T",0.0404,"mg/l",8e-04,"mg/l",0.005,"","R","Equipment Blank error"
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","NITROGEN, KJELDAHL, TOTAL",2018-08-21 13:30:00,"KN","T",0.65,"mg/l",0.08,"mg/l",0.1,"","J","estimated value due to Equipment Blank error"
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","NITROGEN, NITRATE (AS N)",2018-08-21 13:30:00,"14797-55-8","T",3.77,"mg/l",NA,"mg/l",0.01,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","NITROGEN, NITRITE",2018-08-21 13:30:00,"14797-65-0","T",0.02,"mg/l",0.007,"mg/l",0.01,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","Orthophosphate as Phosphorus, Dissolved",2018-08-21 13:30:00,"PDORTHO","D",0.412,"mg/l",0.0014,"mg/l",0.005,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","PHOSPHORUS, TOTAL (AS P)",2018-08-21 13:30:00,"7723-14-0","T",0.64,"mg/l",0.04,"mg/l",0.1,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","Potassium",2018-08-21 13:30:00,"7440-09-7","T",4670,"ug/l",70,"ug/l",2000,"E","J","estimated value due to lab error"
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","Silver",2018-08-21 13:30:00,"7440-22-4","T",NA,"ug/l",0.039,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","Sodium",2018-08-21 13:30:00,"7440-23-5","T",118000,"ug/l",44,"ug/l",1000,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","SULFATE (AS SO4)",2018-08-21 13:30:00,"14808-79-8","T",20.7,"mg/l",0.2,"mg/l",2,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",2018-08-21 13:30:00,"TDS","T",501,"mg/l",4,"mg/l",10,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","TURBIDITY",2018-08-21 13:30:00,"TURB","T",2.11,"ntu",0.06,"ntu",0.1,"","R","Precision error"
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","Zinc",2018-08-21 13:30:00,"7440-66-6","T",7.8,"ug/l",2.5,"ug/l",5,"","A",""
"Ramapo RAS 2018","15-RAMA-13.3","15-RAMA-13.3-08212018-WS","Zinc",2018-08-21 13:30:00,"7440-66-6","D",5.7,"ug/l",2.5,"ug/l",5,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","ALKALINITY, TOTAL (AS CaCO3)",2018-07-10 13:45:00,"ALK","T",114,"mg/l",1,"mg/l",2,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","Aluminum",2018-07-10 13:45:00,"7429-90-5","D",7.4,"ug/l",2.3,"ug/l",10,"J","R","estimated value due to lab error ; Precision error"
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","Arsenic",2018-07-10 13:45:00,"7440-38-2","T",0.73,"ug/l",0.39,"ug/l",1,"J","J","estimated value due to lab error"
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","Cadmium",2018-07-10 13:45:00,"7440-43-9","D",NA,"ug/l",0.064,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","Calcium",2018-07-10 13:45:00,"7440-70-2","T",64800,"ug/l",110,"ug/l",1000,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","Carbon, Dissolved Organic (DOC)",2018-07-10 13:45:00,"DOC","D",8.3,"mg/l",0.05,"mg/l",1,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","CHLORIDE (AS CL)",2018-07-10 13:45:00,"16887-00-6","T",304,"mg/l",0.5,"mg/l",8,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","Copper",2018-07-10 13:45:00,"7440-50-8","D",12.7,"ug/l",0.66,"ug/l",1,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","Copper",2018-07-10 13:45:00,"7440-50-8","T",13.7,"ug/l",0.66,"ug/l",1,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","Fluoride, undistilled",2018-07-10 13:45:00,"16984-48-8","T",0.13,"mg/l",0.004,"mg/l",0.1,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","HARDNESS (AS CACO3)",2018-07-10 13:45:00,"HARD","T",243,"mg/l",NA,"mg/l",6.62,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","Iron",2018-07-10 13:45:00,"7439-89-6","T",184,"ug/l",13,"ug/l",100,"","R","Precision error"
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","Lead",2018-07-10 13:45:00,"7439-92-1","T",0.4,"ug/l",0.067,"ug/l",1,"J","J","estimated value due to lab error"
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","Lead",2018-07-10 13:45:00,"7439-92-1","D",0.13,"ug/l",0.067,"ug/l",1,"J","J","estimated value due to lab error"
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","Magnesium",2018-07-10 13:45:00,"7439-95-4","T",19700,"ug/l",29,"ug/l",1000,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","Manganese",2018-07-10 13:45:00,"7439-96-5","T",79.8,"ug/l",1.7,"ug/l",10,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","Nickel",2018-07-10 13:45:00,"7440-02-0","D",3,"ug/l",0.26,"ug/l",1,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","Nitrate+Nitrite as Nitrogen",2018-07-10 13:45:00,"NO3NO2N","T",15.5,"mg/l",0.007,"mg/l",0.02,"","R","Accuracy error"
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","Nitrogen",2018-07-10 13:45:00,"KN","T",16.6,"mg/l",NA,"mg/l",0.1,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","Nitrogen, ammonia (As N)",2018-07-10 13:45:00,"7664-41-7","T",0.122,"mg/l",8e-04,"mg/l",0.005,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","NITROGEN, KJELDAHL, TOTAL",2018-07-10 13:45:00,"KN","T",1.09,"mg/l",0.08,"mg/l",0.1,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","NITROGEN, NITRATE (AS N)",2018-07-10 13:45:00,"14797-55-8","T",15.5,"mg/l",NA,"mg/l",0.01,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","NITROGEN, NITRITE",2018-07-10 13:45:00,"14797-65-0","T",0.056,"mg/l",0.007,"mg/l",0.01,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","Orthophosphate as Phosphorus, Dissolved",2018-07-10 13:45:00,"PDORTHO","D",2.91,"mg/l",0.014,"mg/l",0.05,"","R","Accuracy error ; Result should be less than the total"
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","PHOSPHORUS, TOTAL (AS P)",2018-07-10 13:45:00,"7723-14-0","T",2.56,"mg/l",0.2,"mg/l",0.5,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","Potassium",2018-07-10 13:45:00,"7440-09-7","T",14000,"ug/l",70,"ug/l",2000,"E","J","estimated value due to lab error"
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","Silver",2018-07-10 13:45:00,"7440-22-4","T",NA,"ug/l",0.039,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","Sodium",2018-07-10 13:45:00,"7440-23-5","T",159000,"ug/l",44,"ug/l",1000,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","SULFATE (AS SO4)",2018-07-10 13:45:00,"14808-79-8","T",44.8,"mg/l",0.2,"mg/l",2,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",2018-07-10 13:45:00,"TDS","T",743,"mg/l",4,"mg/l",10,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","TURBIDITY",2018-07-10 13:45:00,"TURB","T",1.76,"ntu",0.06,"ntu",0.1,"","T",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","Zinc",2018-07-10 13:45:00,"7440-66-6","T",35,"ug/l",2.5,"ug/l",5,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07102018-WS","Zinc",2018-07-10 13:45:00,"7440-66-6","D",33.7,"ug/l",2.5,"ug/l",5,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07312018-WS","ALKALINITY, TOTAL (AS CaCO3)",2018-07-31 15:00:00,"ALK","T",112,"mg/l",1,"mg/l",2,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07312018-WS","Aluminum",2018-07-31 15:00:00,"7429-90-5","D",10.3,"ug/l",2.3,"ug/l",10,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07312018-WS","Arsenic",2018-07-31 15:00:00,"7440-38-2","T",0.99,"ug/l",0.39,"ug/l",1,"J","R","estimated value due to lab error ; Precision error"
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07312018-WS","Cadmium",2018-07-31 15:00:00,"7440-43-9","D",NA,"ug/l",0.064,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07312018-WS","Calcium",2018-07-31 15:00:00,"7440-70-2","T",51800,"ug/l",110,"ug/l",1000,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07312018-WS","Carbon, Dissolved Organic (DOC)",2018-07-31 15:00:00,"DOC","D",6.2,"mg/l",0.05,"mg/l",1,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07312018-WS","CHLORIDE (AS CL)",2018-07-31 15:00:00,"16887-00-6","T",235,"mg/l",2,"mg/l",20,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07312018-WS","Copper",2018-07-31 15:00:00,"7440-50-8","T",8.1,"ug/l",0.66,"ug/l",1,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07312018-WS","Copper",2018-07-31 15:00:00,"7440-50-8","D",6.6,"ug/l",0.66,"ug/l",1,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07312018-WS","Fluoride, undistilled",2018-07-31 15:00:00,"16984-48-8","T",0.1,"mg/l",0.004,"mg/l",0.1,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07312018-WS","HARDNESS (AS CACO3)",2018-07-31 15:00:00,"HARD","T",187,"mg/l",NA,"mg/l",6.62,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07312018-WS","Iron",2018-07-31 15:00:00,"7439-89-6","T",352,"ug/l",13,"ug/l",100,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07312018-WS","Lead",2018-07-31 15:00:00,"7439-92-1","D",0.14,"ug/l",0.067,"ug/l",1,"J","J","estimated value due to lab error"
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07312018-WS","Lead",2018-07-31 15:00:00,"7439-92-1","T",0.52,"ug/l",0.067,"ug/l",1,"J","J","estimated value due to lab error"
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07312018-WS","Magnesium",2018-07-31 15:00:00,"7439-95-4","T",13900,"ug/l",29,"ug/l",1000,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07312018-WS","Manganese",2018-07-31 15:00:00,"7439-96-5","T",128,"ug/l",1.7,"ug/l",10,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07312018-WS","Nickel",2018-07-31 15:00:00,"7440-02-0","D",1.7,"ug/l",0.26,"ug/l",1,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07312018-WS","Nitrate+Nitrite as Nitrogen",2018-07-31 15:00:00,"NO3NO2N","T",7.87,"mg/l",0.007,"mg/l",0.02,"","R","Precision error"
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07312018-WS","Nitrogen",2018-07-31 15:00:00,"KN","T",8.8,"mg/l",NA,"mg/l",0.1,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07312018-WS","Nitrogen, ammonia (As N)",2018-07-31 15:00:00,"7664-41-7","T",0.0876,"mg/l",8e-04,"mg/l",0.005,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07312018-WS","NITROGEN, KJELDAHL, TOTAL",2018-07-31 15:00:00,"KN","T",0.92,"mg/l",0.08,"mg/l",0.1,"","J","estimated value due to Equipment Blank error"
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07312018-WS","NITROGEN, NITRATE (AS N)",2018-07-31 15:00:00,"14797-55-8","T",7.84,"mg/l",NA,"mg/l",0.01,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07312018-WS","NITROGEN, NITRITE",2018-07-31 15:00:00,"14797-65-0","T",0.033,"mg/l",0.007,"mg/l",0.01,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07312018-WS","Orthophosphate as Phosphorus, Dissolved",2018-07-31 15:00:00,"PDORTHO","D",1.02,"mg/l",0.007,"mg/l",0.025,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07312018-WS","PHOSPHORUS, TOTAL (AS P)",2018-07-31 15:00:00,"7723-14-0","T",1.07,"mg/l",0.08,"mg/l",0.2,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07312018-WS","Potassium",2018-07-31 15:00:00,"7440-09-7","T",7060,"ug/l",70,"ug/l",2000,"E","J","estimated value due to lab error"
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07312018-WS","Silver",2018-07-31 15:00:00,"7440-22-4","T",NA,"ug/l",0.039,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07312018-WS","Sodium",2018-07-31 15:00:00,"7440-23-5","T",140000,"ug/l",44,"ug/l",1000,"","A",""
"Ramapo RAS 2018","15-RAMA-16.1","15-RAMA-16.1-07312018-WS","SULFATE (AS SO4)",2018-07-31 15:00:00,"14808-79-8","T",29,"mg/l",0.2,"mg/l",2,"","A",""
