sys_sample_code,site,chemical_name,sample_date,cas_rn,fraction,result_value,result_unit,method_detection_limit,detection_limit_unit,quantitation_limit,lab_qualifiers,validator_qualifiers,interpreted_qualifiers
13-MONH-0.4-07112018-W,13-MONH-0.4,"PHOSPHORUS, TOTAL (AS P)",7/11/2018,7723-14-0,TRUE,0.0928,mg/l,0.002,mg/l,0.005,,A,
13-MONH-0.4-07112018-W,13-MONH-0.4,Silver,7/11/2018,7440-22-4,TRUE,NA,ug/l,0.039,ug/l,1,U,U,Analyte was analyzed for but not detected
13-MONH-0.4-07112018-W,13-MONH-0.4,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",7/11/2018,TDS,TRUE,699,mg/l,4,mg/l,10,,A,
13-MONH-0.4-07112018-W,13-MONH-0.4,TURBIDITY,7/11/2018,TURB,TRUE,1.94,ntu,0.06,ntu,0.1,,T,
13-MONH-0.4-07112018-W,13-MONH-0.4,Zinc,7/11/2018,7440-66-6,TRUE,2.9,ug/l,2.5,ug/l,5,J,J,estimated value due to lab error
13-MONH-0.4-07252018-WS,13-MONH-0.4,"ALKALINITY, TOTAL (AS CaCO3)",7/25/2018,ALK,TRUE,106,mg/l,1,mg/l,2,,A,
13-MONH-0.4-07252018-WS,13-MONH-0.4,Aluminum,7/25/2018,7429-90-5,TRUE,1100,ug/l,23,ug/l,100,,A,
13-MONH-0.4-07252018-WS,13-MONH-0.4,Arsenic,7/25/2018,7440-38-2,TRUE,2.2,ug/l,0.39,ug/l,1,,A,
13-MONH-0.4-07252018-WS,13-MONH-0.4,Cadmium,7/25/2018,7440-43-9,TRUE,NA,ug/l,0.064,ug/l,1,U,U,Analyte was analyzed for but not detected
13-MONH-0.4-07252018-WS,13-MONH-0.4,Calcium,7/25/2018,7440-70-2,TRUE,50500,ug/l,110,ug/l,1000,,A,
13-MONH-0.4-07252018-WS,13-MONH-0.4,CHLORIDE (AS CL),7/25/2018,16887-00-6,TRUE,146,mg/l,2,mg/l,20,,A,
13-MONH-0.4-07252018-WS,13-MONH-0.4,Chlorophyll A,7/25/2018,479-61-8,TRUE,11.3,ug/l,NA,ug/l,0.65,,A,
13-MONH-0.4-07252018-WS,13-MONH-0.4,Copper,7/25/2018,7440-50-8,TRUE,7.2,ug/l,0.66,ug/l,1,,A,
13-MONH-0.4-07252018-WS,13-MONH-0.4,HARDNESS (AS CACO3),7/25/2018,HARD,TRUE,158,mg/l,NA,mg/l,6.62,,A,
13-MONH-0.4-07252018-WS,13-MONH-0.4,Iron,7/25/2018,7439-89-6,TRUE,2510,ug/l,13,ug/l,100,N,R,lab error
13-MONH-0.4-07252018-WS,13-MONH-0.4,Lead,7/25/2018,7439-92-1,TRUE,8.5,ug/l,0.067,ug/l,1,,A,
13-MONH-0.4-07252018-WS,13-MONH-0.4,Magnesium,7/25/2018,7439-95-4,TRUE,7790,ug/l,29,ug/l,1000,,A,
13-MONH-0.4-07252018-WS,13-MONH-0.4,Nickel,7/25/2018,7440-02-0,TRUE,3,ug/l,0.26,ug/l,1,,A,
13-MONH-0.4-07252018-WS,13-MONH-0.4,Nitrate+Nitrite as Nitrogen,7/25/2018,NO3NO2N,TRUE,0.231,mg/l,7.00E-04,mg/l,0.002,,A,
13-MONH-0.4-07252018-WS,13-MONH-0.4,Nitrogen,7/25/2018,KN,TRUE,1.03,mg/l,NA,mg/l,0.2,,A,
13-MONH-0.4-07252018-WS,13-MONH-0.4,"Nitrogen, ammonia (As N)",7/25/2018,7664-41-7,TRUE,0.0163,mg/l,8.00E-04,mg/l,0.005,,R,Equipment Blank error ; Precision error
13-MONH-0.4-07252018-WS,13-MONH-0.4,"NITROGEN, KJELDAHL, TOTAL",7/25/2018,KN,TRUE,0.8,mg/l,0.08,mg/l,0.2,,A,
13-MONH-0.4-07252018-WS,13-MONH-0.4,"NITROGEN, NITRATE (AS N)",7/25/2018,14797-55-8,TRUE,0.231,mg/l,NA,mg/l,0.01,,A,
13-MONH-0.4-07252018-WS,13-MONH-0.4,"NITROGEN, NITRITE",7/25/2018,14797-65-0,TRUE,NA,mg/l,0.007,mg/l,0.01,U,U,Analyte was analyzed for but not detected
13-MONH-0.4-07252018-WS,13-MONH-0.4,"PHOSPHORUS, TOTAL (AS P)",7/25/2018,7723-14-0,TRUE,0.147,mg/l,0.01,mg/l,0.025,,A,
13-MONH-0.4-07252018-WS,13-MONH-0.4,Silver,7/25/2018,7440-22-4,TRUE,0.053,ug/l,0.039,ug/l,1,J,J,estimated value due to lab error
13-MONH-0.4-07252018-WS,13-MONH-0.4,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",7/25/2018,TDS,TRUE,414,mg/l,4,mg/l,10,,A,
13-MONH-0.4-07252018-WS,13-MONH-0.4,TURBIDITY,7/25/2018,TURB,TRUE,33.2,ntu,0.06,ntu,0.1,,A,
13-MONH-0.4-07252018-WS,13-MONH-0.4,Zinc,7/25/2018,7440-66-6,TRUE,20.9,ug/l,2.5,ug/l,5,,A,
13-MONH-0.4-08152018-W,13-MONH-0.4,"ALKALINITY, TOTAL (AS CaCO3)",8/15/2018,ALK,TRUE,118,mg/l,1,mg/l,2,,A,
13-MONH-0.4-08152018-W,13-MONH-0.4,Aluminum,8/15/2018,7429-90-5,TRUE,212,ug/l,4.6,ug/l,20,,A,
13-MONH-0.4-08152018-W,13-MONH-0.4,Arsenic,8/15/2018,7440-38-2,TRUE,1.6,ug/l,0.39,ug/l,1,,A,
13-MONH-0.4-08152018-W,13-MONH-0.4,Cadmium,8/15/2018,7440-43-9,TRUE,NA,ug/l,0.064,ug/l,1,U,U,Analyte was analyzed for but not detected
13-MONH-0.4-08152018-W,13-MONH-0.4,Calcium,8/15/2018,7440-70-2,TRUE,48900,ug/l,110,ug/l,1000,,A,
13-MONH-0.4-08152018-W,13-MONH-0.4,CHLORIDE (AS CL),8/15/2018,16887-00-6,TRUE,111,mg/l,0.3,mg/l,4,,A,
13-MONH-0.4-08152018-W,13-MONH-0.4,Chlorophyll A,8/15/2018,479-61-8,TRUE,2.3,ug/l,NA,ug/l,0.24,,A,
13-MONH-0.4-08152018-W,13-MONH-0.4,Copper,8/15/2018,7440-50-8,TRUE,4.1,ug/l,0.66,ug/l,1,,A,
13-MONH-0.4-08152018-W,13-MONH-0.4,HARDNESS (AS CACO3),8/15/2018,HARD,TRUE,150,mg/l,NA,mg/l,6.62,,A,
13-MONH-0.4-08152018-W,13-MONH-0.4,Iron,8/15/2018,7439-89-6,TRUE,694,ug/l,13,ug/l,100,,A,
13-MONH-0.4-08152018-W,13-MONH-0.4,Lead,8/15/2018,7439-92-1,TRUE,2,ug/l,0.067,ug/l,1,,A,
13-MONH-0.4-08152018-W,13-MONH-0.4,Magnesium,8/15/2018,7439-95-4,TRUE,6690,ug/l,29,ug/l,1000,,A,
13-MONH-0.4-08152018-W,13-MONH-0.4,Nickel,8/15/2018,7440-02-0,TRUE,1.8,ug/l,0.26,ug/l,1,,A,
13-MONH-0.4-08152018-W,13-MONH-0.4,Nitrate+Nitrite as Nitrogen,8/15/2018,NO3NO2N,TRUE,0.38,mg/l,7.00E-04,mg/l,0.002,,A,
13-MONH-0.4-08152018-W,13-MONH-0.4,Nitrogen,8/15/2018,KN,TRUE,1.08,mg/l,NA,mg/l,0.1,,A,
13-MONH-0.4-08152018-W,13-MONH-0.4,"Nitrogen, ammonia (As N)",8/15/2018,7664-41-7,TRUE,0.0333,mg/l,8.00E-04,mg/l,0.005,,A,
13-MONH-0.4-08152018-W,13-MONH-0.4,"NITROGEN, KJELDAHL, TOTAL",8/15/2018,KN,TRUE,0.7,mg/l,0.08,mg/l,0.1,,A,
13-MONH-0.4-08152018-W,13-MONH-0.4,"NITROGEN, NITRATE (AS N)",8/15/2018,14797-55-8,TRUE,0.38,mg/l,NA,mg/l,0.01,,A,
13-MONH-0.4-08152018-W,13-MONH-0.4,"NITROGEN, NITRITE",8/15/2018,14797-65-0,TRUE,NA,mg/l,0.007,mg/l,0.01,U,U,Analyte was analyzed for but not detected
13-MONH-0.4-08152018-W,13-MONH-0.4,"PHOSPHORUS, TOTAL (AS P)",8/15/2018,7723-14-0,TRUE,0.096,mg/l,0.002,mg/l,0.005,,A,
13-MONH-0.4-08152018-W,13-MONH-0.4,Silver,8/15/2018,7440-22-4,TRUE,0.1,ug/l,0.039,ug/l,1,J,J,estimated value due to lab error
13-MONH-0.4-08152018-W,13-MONH-0.4,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",8/15/2018,TDS,TRUE,352,mg/l,4,mg/l,10,,A,
13-MONH-0.4-08152018-W,13-MONH-0.4,TURBIDITY,8/15/2018,TURB,TRUE,8.83,ntu,0.06,ntu,0.1,,A,
13-MONH-0.4-08152018-W,13-MONH-0.4,Zinc,8/15/2018,7440-66-6,TRUE,9.3,ug/l,2.5,ug/l,5,,A,
13-MONH-0.4-09062018-W,13-MONH-0.4,"ALKALINITY, TOTAL (AS CaCO3)",9/6/2018,ALK,TRUE,157,mg/l,1,mg/l,2,,A,
13-MONH-0.4-09062018-W,13-MONH-0.4,Aluminum,9/6/2018,7429-90-5,TRUE,60.3,ug/l,2.3,ug/l,10,,A,
13-MONH-0.4-09062018-W,13-MONH-0.4,Arsenic,9/6/2018,7440-38-2,TRUE,1.5,ug/l,0.39,ug/l,1,,A,
13-MONH-0.4-09062018-W,13-MONH-0.4,Cadmium,9/6/2018,7440-43-9,TRUE,NA,ug/l,0.064,ug/l,1,U,U,Analyte was analyzed for but not detected
13-MONH-0.4-09062018-W,13-MONH-0.4,Calcium,9/6/2018,7440-70-2,TRUE,84400,ug/l,110,ug/l,1000,E,J,estimated value due to lab error
13-MONH-0.4-09062018-W,13-MONH-0.4,CHLORIDE (AS CL),9/6/2018,16887-00-6,TRUE,234,mg/l,0.5,mg/l,8,,A,
13-MONH-0.4-09062018-W,13-MONH-0.4,Chlorophyll A,9/6/2018,479-61-8,TRUE,1.37,ug/l,NA,ug/l,0.088,,A,
13-MONH-0.4-09062018-W,13-MONH-0.4,Copper,9/6/2018,7440-50-8,TRUE,4.5,ug/l,0.66,ug/l,1,,A,
13-MONH-0.4-09062018-W,13-MONH-0.4,HARDNESS (AS CACO3),9/6/2018,HARD,TRUE,260,mg/l,NA,mg/l,6.62,,A,
13-MONH-0.4-09062018-W,13-MONH-0.4,Iron,9/6/2018,7439-89-6,TRUE,218,ug/l,13,ug/l,100,,A,
13-MONH-0.4-09062018-W,13-MONH-0.4,Lead,9/6/2018,7439-92-1,TRUE,0.71,ug/l,0.067,ug/l,1,J,J,estimated value due to lab error
13-MONH-0.4-09062018-W,13-MONH-0.4,Magnesium,9/6/2018,7439-95-4,TRUE,11900,ug/l,29,ug/l,1000,,A,
13-MONH-0.4-09062018-W,13-MONH-0.4,Nickel,9/6/2018,7440-02-0,TRUE,1.7,ug/l,0.26,ug/l,1,,A,
13-MONH-0.4-09062018-W,13-MONH-0.4,Nitrate+Nitrite as Nitrogen,9/6/2018,NO3NO2N,TRUE,0.435,mg/l,7.00E-04,mg/l,0.002,,A,
13-MONH-0.4-09062018-W,13-MONH-0.4,Nitrogen,9/6/2018,KN,TRUE,0.9,mg/l,NA,mg/l,0.1,,J,estimated value due to Equipment Blank error
13-MONH-0.4-09062018-W,13-MONH-0.4,"Nitrogen, ammonia (As N)",9/6/2018,7664-41-7,TRUE,0.0159,mg/l,8.00E-04,mg/l,0.005,,A,
13-MONH-0.4-09062018-W,13-MONH-0.4,"NITROGEN, KJELDAHL, TOTAL",9/6/2018,KN,TRUE,0.46,mg/l,0.08,mg/l,0.1,,A,
13-MONH-0.4-09062018-W,13-MONH-0.4,"NITROGEN, NITRATE (AS N)",9/6/2018,14797-55-8,TRUE,0.435,mg/l,NA,mg/l,0.01,,A,
13-MONH-0.4-09062018-W,13-MONH-0.4,"NITROGEN, NITRITE",9/6/2018,14797-65-0,TRUE,NA,mg/l,0.007,mg/l,0.01,U,U,Analyte was analyzed for but not detected
13-MONH-0.4-09062018-W,13-MONH-0.4,"PHOSPHORUS, TOTAL (AS P)",9/6/2018,7723-14-0,TRUE,0.092,mg/l,0.002,mg/l,0.005,,A,
13-MONH-0.4-09062018-W,13-MONH-0.4,Silver,9/6/2018,7440-22-4,TRUE,NA,ug/l,0.039,ug/l,1,U,U,Analyte was analyzed for but not detected
13-MONH-0.4-09062018-W,13-MONH-0.4,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",9/6/2018,TDS,TRUE,592,mg/l,4,mg/l,10,,A,
13-MONH-0.4-09062018-W,13-MONH-0.4,TURBIDITY,9/6/2018,TURB,TRUE,1.71,ntu,0.06,ntu,0.1,,R,Equipment Blank error
13-MONH-0.4-09062018-W,13-MONH-0.4,Zinc,9/6/2018,7440-66-6,TRUE,2.5,ug/l,2.5,ug/l,5,J,J,estimated value due to lab error
13-MONH-0.4-10042018-W,13-MONH-0.4,"ALKALINITY, TOTAL (AS CaCO3)",10/4/2018,ALK,TRUE,94.8,mg/l,1,mg/l,2,,A,
13-MONH-0.4-10042018-W,13-MONH-0.4,Aluminum,10/4/2018,7429-90-5,TRUE,172,ug/l,11.5,ug/l,50,,A,
13-MONH-0.4-10042018-W,13-MONH-0.4,Arsenic,10/4/2018,7440-38-2,TRUE,0.93,ug/l,0.39,ug/l,1,J,J,estimated value due to lab error
13-MONH-0.4-10042018-W,13-MONH-0.4,Cadmium,10/4/2018,7440-43-9,TRUE,NA,ug/l,0.064,ug/l,1,U,U,Analyte was analyzed for but not detected
13-MONH-0.4-10042018-W,13-MONH-0.4,Calcium,10/4/2018,7440-70-2,TRUE,37000,ug/l,110,ug/l,1000,,A,
13-MONH-0.4-10042018-W,13-MONH-0.4,CHLORIDE (AS CL),10/4/2018,16887-00-6,TRUE,75.7,mg/l,0.2,mg/l,2,,A,
13-MONH-0.4-10042018-W,13-MONH-0.4,Chlorophyll A,10/4/2018,479-61-8,TRUE,1.16,ug/l,NA,ug/l,0.15,,A,
13-MONH-0.4-10042018-W,13-MONH-0.4,Copper,10/4/2018,7440-50-8,TRUE,3.5,ug/l,0.66,ug/l,1,,A,
13-MONH-0.4-10042018-W,13-MONH-0.4,HARDNESS (AS CACO3),10/4/2018,HARD,TRUE,115,mg/l,NA,mg/l,6.62,,A,
13-MONH-0.4-10042018-W,13-MONH-0.4,Iron,10/4/2018,7439-89-6,TRUE,493,ug/l,13,ug/l,100,,A,
13-MONH-0.4-10042018-W,13-MONH-0.4,Lead,10/4/2018,7439-92-1,TRUE,1.2,ug/l,0.067,ug/l,1,,A,
13-MONH-0.4-10042018-W,13-MONH-0.4,Magnesium,10/4/2018,7439-95-4,TRUE,5540,ug/l,29,ug/l,1000,,A,
13-MONH-0.4-10042018-W,13-MONH-0.4,Nickel,10/4/2018,7440-02-0,TRUE,1.4,ug/l,0.26,ug/l,1,,A,
13-MONH-0.4-10042018-W,13-MONH-0.4,Nitrate+Nitrite as Nitrogen,10/4/2018,NO3NO2N,TRUE,0.376,mg/l,7.00E-04,mg/l,0.002,,A,
13-MONH-0.4-10042018-W,13-MONH-0.4,Nitrogen,10/4/2018,KN,TRUE,0.93,mg/l,NA,mg/l,0.1,,A,
13-MONH-0.4-10042018-W,13-MONH-0.4,"Nitrogen, ammonia (As N)",10/4/2018,7664-41-7,TRUE,0.0176,mg/l,8.00E-04,mg/l,0.005,,A,
13-MONH-0.4-10042018-W,13-MONH-0.4,"NITROGEN, KJELDAHL, TOTAL",10/4/2018,KN,TRUE,0.56,mg/l,0.08,mg/l,0.1,,A,
13-MONH-0.4-10042018-W,13-MONH-0.4,"NITROGEN, NITRATE (AS N)",10/4/2018,14797-55-8,TRUE,0.376,mg/l,NA,mg/l,0.01,,A,
13-MONH-0.4-10042018-W,13-MONH-0.4,"NITROGEN, NITRITE",10/4/2018,14797-65-0,TRUE,NA,mg/l,0.007,mg/l,0.01,U,U,Analyte was analyzed for but not detected
13-MONH-0.4-10042018-W,13-MONH-0.4,"PHOSPHORUS, TOTAL (AS P)",10/4/2018,7723-14-0,TRUE,0.0664,mg/l,0.002,mg/l,0.005,,A,
13-MONH-0.4-10042018-W,13-MONH-0.4,Silver,10/4/2018,7440-22-4,TRUE,NA,ug/l,0.039,ug/l,1,U,U,Analyte was analyzed for but not detected
13-MONH-0.4-10042018-W,13-MONH-0.4,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",10/4/2018,TDS,TRUE,270,mg/l,4,mg/l,10,,A,
13-MONH-0.4-10042018-W,13-MONH-0.4,TURBIDITY,10/4/2018,TURB,TRUE,3.63,ntu,0.06,ntu,0.1,,A,
13-MONH-0.4-10042018-W,13-MONH-0.4,Zinc,10/4/2018,7440-66-6,TRUE,5.1,ug/l,2.5,ug/l,5,,A,
13-MONH-4.1-07112018-W,13-MONH-4.1,"ALKALINITY, TOTAL (AS CaCO3)",7/11/2018,ALK,TRUE,150,mg/l,1,mg/l,2,,A,
13-MONH-4.1-07112018-W,13-MONH-4.1,Aluminum,7/11/2018,7429-90-5,TRUE,25.1,ug/l,2.3,ug/l,10,,A,
13-MONH-4.1-07112018-W,13-MONH-4.1,Arsenic,7/11/2018,7440-38-2,TRUE,1.2,ug/l,0.39,ug/l,1,,A,
13-MONH-4.1-07112018-W,13-MONH-4.1,Cadmium,7/11/2018,7440-43-9,TRUE,NA,ug/l,0.064,ug/l,1,U,U,Analyte was analyzed for but not detected
13-MONH-4.1-07112018-W,13-MONH-4.1,Calcium,7/11/2018,7440-70-2,TRUE,79200,ug/l,110,ug/l,1000,,A,
13-MONH-4.1-07112018-W,13-MONH-4.1,CHLORIDE (AS CL),7/11/2018,16887-00-6,TRUE,292,mg/l,2,mg/l,20,,A,
13-MONH-4.1-07112018-W,13-MONH-4.1,Chlorophyll A,7/11/2018,479-61-8,TRUE,1.32,ug/l,NA,ug/l,0.038,,A,
13-MONH-4.1-07112018-W,13-MONH-4.1,Copper,7/11/2018,7440-50-8,TRUE,5.1,ug/l,0.66,ug/l,1,,A,
13-MONH-4.1-07112018-W,13-MONH-4.1,HARDNESS (AS CACO3),7/11/2018,HARD,TRUE,247,mg/l,NA,mg/l,6.62,,A,
13-MONH-4.1-07112018-W,13-MONH-4.1,Iron,7/11/2018,7439-89-6,TRUE,249,ug/l,13,ug/l,100,,A,
13-MONH-4.1-07112018-W,13-MONH-4.1,Lead,7/11/2018,7439-92-1,TRUE,0.64,ug/l,0.067,ug/l,1,J,J,estimated value due to lab error
13-MONH-4.1-07112018-W,13-MONH-4.1,Magnesium,7/11/2018,7439-95-4,TRUE,12000,ug/l,29,ug/l,1000,,A,
13-MONH-4.1-07112018-W,13-MONH-4.1,Nickel,7/11/2018,7440-02-0,TRUE,2,ug/l,0.26,ug/l,1,,A,
13-MONH-4.1-07112018-W,13-MONH-4.1,Nitrate+Nitrite as Nitrogen,7/11/2018,NO3NO2N,TRUE,1.31,mg/l,7.00E-04,mg/l,0.002,,A,
13-MONH-4.1-07112018-W,13-MONH-4.1,Nitrogen,7/11/2018,KN,TRUE,2.11,mg/l,NA,mg/l,0.2,,A,
13-MONH-4.1-07112018-W,13-MONH-4.1,"Nitrogen, ammonia (As N)",7/11/2018,7664-41-7,TRUE,0.194,mg/l,8.00E-04,mg/l,0.005,,A,
13-MONH-4.1-07112018-W,13-MONH-4.1,"NITROGEN, KJELDAHL, TOTAL",7/11/2018,KN,TRUE,0.8,mg/l,0.08,mg/l,0.2,,A,
13-MONH-4.1-07112018-W,13-MONH-4.1,"NITROGEN, NITRATE (AS N)",7/11/2018,14797-55-8,TRUE,1.08,mg/l,NA,mg/l,0.01,,A,
13-MONH-4.1-07112018-W,13-MONH-4.1,"NITROGEN, NITRITE",7/11/2018,14797-65-0,TRUE,0.237,mg/l,0.007,mg/l,0.01,,A,
13-MONH-4.1-07112018-W,13-MONH-4.1,"PHOSPHORUS, TOTAL (AS P)",7/11/2018,7723-14-0,TRUE,0.16,mg/l,0.01,mg/l,0.025,,A,
13-MONH-4.1-07112018-W,13-MONH-4.1,Silver,7/11/2018,7440-22-4,TRUE,NA,ug/l,0.039,ug/l,1,U,U,Analyte was analyzed for but not detected
13-MONH-4.1-07112018-W,13-MONH-4.1,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",7/11/2018,TDS,TRUE,700,mg/l,4,mg/l,10,,A,
13-MONH-4.1-07112018-W,13-MONH-4.1,TURBIDITY,7/11/2018,TURB,TRUE,1.47,ntu,0.06,ntu,0.1,,R,Equipment Blank error
13-MONH-4.1-07112018-W,13-MONH-4.1,Zinc,7/11/2018,7440-66-6,TRUE,29.2,ug/l,2.5,ug/l,5,,A,
13-MONH-4.1-07252018-WS,13-MONH-4.1,"ALKALINITY, TOTAL (AS CaCO3)",7/25/2018,ALK,TRUE,70.8,mg/l,1,mg/l,2,,A,
13-MONH-4.1-07252018-WS,13-MONH-4.1,Aluminum,7/25/2018,7429-90-5,TRUE,327,ug/l,23,ug/l,100,,A,
13-MONH-4.1-07252018-WS,13-MONH-4.1,Arsenic,7/25/2018,7440-38-2,TRUE,1.3,ug/l,0.39,ug/l,1,,A,
13-MONH-4.1-07252018-WS,13-MONH-4.1,Cadmium,7/25/2018,7440-43-9,TRUE,NA,ug/l,0.064,ug/l,1,U,U,Analyte was analyzed for but not detected
13-MONH-4.1-07252018-WS,13-MONH-4.1,Calcium,7/25/2018,7440-70-2,TRUE,33300,ug/l,110,ug/l,1000,E,J,estimated value due to lab error
13-MONH-4.1-07252018-WS,13-MONH-4.1,CHLORIDE (AS CL),7/25/2018,16887-00-6,TRUE,98.4,mg/l,0.2,mg/l,2,,A,
13-MONH-4.1-07252018-WS,13-MONH-4.1,Chlorophyll A,7/25/2018,479-61-8,TRUE,2.34,ug/l,NA,ug/l,0.21,,A,
13-MONH-4.1-07252018-WS,13-MONH-4.1,Copper,7/25/2018,7440-50-8,TRUE,7.9,ug/l,0.66,ug/l,1,,A,
13-MONH-4.1-07252018-WS,13-MONH-4.1,HARDNESS (AS CACO3),7/25/2018,HARD,TRUE,103,mg/l,NA,mg/l,6.62,,A,
13-MONH-4.1-07252018-WS,13-MONH-4.1,Iron,7/25/2018,7439-89-6,TRUE,848,ug/l,13,ug/l,100,,A,
13-MONH-4.1-07252018-WS,13-MONH-4.1,Lead,7/25/2018,7439-92-1,TRUE,3.9,ug/l,0.067,ug/l,1,,A,
13-MONH-4.1-07252018-WS,13-MONH-4.1,Magnesium,7/25/2018,7439-95-4,TRUE,4780,ug/l,29,ug/l,1000,E,J,estimated value due to lab error
13-MONH-4.1-07252018-WS,13-MONH-4.1,Nickel,7/25/2018,7440-02-0,TRUE,1.9,ug/l,0.26,ug/l,1,,A,
13-MONH-4.1-07252018-WS,13-MONH-4.1,Nitrate+Nitrite as Nitrogen,7/25/2018,NO3NO2N,TRUE,0.433,mg/l,7.00E-04,mg/l,0.002,,A,
13-MONH-4.1-07252018-WS,13-MONH-4.1,Nitrogen,7/25/2018,KN,TRUE,1.16,mg/l,NA,mg/l,0.2,,A,
13-MONH-4.1-07252018-WS,13-MONH-4.1,"Nitrogen, ammonia (As N)",7/25/2018,7664-41-7,TRUE,0.0825,mg/l,8.00E-04,mg/l,0.005,,R,Equipment Blank error ; Precision error
13-MONH-4.1-07252018-WS,13-MONH-4.1,"NITROGEN, KJELDAHL, TOTAL",7/25/2018,KN,TRUE,0.72,mg/l,0.08,mg/l,0.2,,A,
13-MONH-4.1-07252018-WS,13-MONH-4.1,"NITROGEN, NITRATE (AS N)",7/25/2018,14797-55-8,TRUE,0.418,mg/l,NA,mg/l,0.01,,A,
13-MONH-4.1-07252018-WS,13-MONH-4.1,"NITROGEN, NITRITE",7/25/2018,14797-65-0,TRUE,0.015,mg/l,0.007,mg/l,0.01,,A,
13-MONH-4.1-07252018-WS,13-MONH-4.1,"PHOSPHORUS, TOTAL (AS P)",7/25/2018,7723-14-0,TRUE,0.098,mg/l,0.002,mg/l,0.005,,A,
13-MONH-4.1-07252018-WS,13-MONH-4.1,Silver,7/25/2018,7440-22-4,TRUE,NA,ug/l,0.039,ug/l,1,U,U,Analyte was analyzed for but not detected
13-MONH-4.1-07252018-WS,13-MONH-4.1,"TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",7/25/2018,TDS,TRUE,287,mg/l,4,mg/l,10,,A,
13-MONH-4.1-07252018-WS,13-MONH-4.1,TURBIDITY,7/25/2018,TURB,TRUE,14,ntu,0.06,ntu,0.1,,A,
13-MONH-4.1-07252018-WS,13-MONH-4.1,Zinc,7/25/2018,7440-66-6,TRUE,19.7,ug/l,2.5,ug/l,5,,A,
13-MONH-4.1-081618-WS,13-MONH-4.1,"ALKALINITY, TOTAL (AS CaCO3)",8/16/2018,ALK,TRUE,120,mg/l,1,mg/l,2,,A,
13-MONH-4.1-081618-WS,13-MONH-4.1,Aluminum,8/16/2018,7429-90-5,TRUE,463,ug/l,11.5,ug/l,50,,A,
13-MONH-4.1-081618-WS,13-MONH-4.1,Arsenic,8/16/2018,7440-38-2,TRUE,1.5,ug/l,0.39,ug/l,1,,A,
13-MONH-4.1-081618-WS,13-MONH-4.1,Cadmium,8/16/2018,7440-43-9,TRUE,0.6,ug/l,0.064,ug/l,1,J,J,estimated value due to lab error
13-MONH-4.1-081618-WS,13-MONH-4.1,Calcium,8/16/2018,7440-70-2,TRUE,52800,ug/l,110,ug/l,1000,,A,
13-MONH-4.1-081618-WS,13-MONH-4.1,CHLORIDE (AS CL),8/16/2018,16887-00-6,TRUE,32.6,mg/l,0.2,mg/l,2,,A,
13-MONH-4.1-081618-WS,13-MONH-4.1,Chlorophyll A,8/16/2018,479-61-8,TRUE,1.94,ug/l,NA,ug/l,0.083,,A,
13-MONH-4.1-081618-WS,13-MONH-4.1,Copper,8/16/2018,7440-50-8,TRUE,5.6,ug/l,0.66,ug/l,1,,A,
13-MONH-4.1-081618-WS,13-MONH-4.1,HARDNESS (AS CACO3),8/16/2018,HARD,TRUE,162,mg/l,NA,mg/l,6.62,,A,
13-MONH-4.1-081618-WS,13-MONH-4.1,Iron,8/16/2018,7439-89-6,TRUE,848,ug/l,13,ug/l,100,,A,
13-MONH-4.1-081618-WS,13-MONH-4.1,Lead,8/16/2018,7439-92-1,TRUE,3.6,ug/l,0.067,ug/l,1,,A,
13-MONH-4.1-081618-WS,13-MONH-4.1,Magnesium,8/16/2018,7439-95-4,TRUE,7310,ug/l,29,ug/l,1000,,A,
13-MONH-4.1-081618-WS,13-MONH-4.1,Nickel,8/16/2018,7440-02-0,TRUE,2.4,ug/l,0.26,ug/l,1,,A,
13-MONH-4.1-081618-WS,13-MONH-4.1,Nitrate+Nitrite as Nitrogen,8/16/2018,NO3NO2N,TRUE,0.562,mg/l,7.00E-04,mg/l,0.002,,A,
13-MONH-4.1-081618-WS,13-MONH-4.1,Nitrogen,8/16/2018,KN,TRUE,1.35,mg/l,NA,mg/l,0.2,,A,
13-MONH-4.1-081618-WS,13-MONH-4.1,"Nitrogen, ammonia (As N)",8/16/2018,7664-41-7,TRUE,0.112,mg/l,8.00E-04,mg/l,0.005,,A,
13-MONH-4.1-081618-WS,13-MONH-4.1,"NITROGEN, KJELDAHL, TOTAL",8/16/2018,KN,TRUE,0.79,mg/l,0.08,mg/l,0.2,,A,
13-MONH-4.1-081618-WS,13-MONH-4.1,"NITROGEN, NITRATE (AS N)",8/16/2018,14797-55-8,TRUE,0.538,mg/l,NA,mg/l,0.01,,A,
13-MONH-4.1-081618-WS,13-MONH-4.1,"NITROGEN, NITRITE",8/16/2018,14797-65-0,TRUE,0.024,mg/l,0.007,mg/l,0.01,,A,
