"Project_name","SiteID","sys_sample_code","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers"
"FingerLakes RAS 2018","07-KDIG-10.4","07-KDIG-10.4-08012018-WS","NITROGEN, KJELDAHL, TOTAL",2018-08-01 10:30:00,"KN",TRUE,1.05,"mg/l",0.08,"mg/l",0.1,"","A",""
"FingerLakes RAS 2018","07-KDIG-10.4","07-KDIG-10.4-08012018-WS","NITROGEN, NITRATE (AS N)",2018-08-01 10:30:00,"14797-55-8",TRUE,0.076,"mg/l",NA,"mg/l",0.01,"","A",""
"FingerLakes RAS 2018","07-KDIG-10.4","07-KDIG-10.4-08012018-WS","NITROGEN, NITRITE",2018-08-01 10:30:00,"14797-65-0",TRUE,0.105,"mg/l",0.007,"mg/l",0.01,"","A",""
"FingerLakes RAS 2018","07-KDIG-10.4","07-KDIG-10.4-08012018-WS","PHOSPHORUS, TOTAL (AS P)",2018-08-01 10:30:00,"7723-14-0",TRUE,0.176,"mg/l",0.01,"mg/l",0.025,"","A",""
"FingerLakes RAS 2018","07-KDIG-10.4","07-KDIG-10.4-08012018-WS","Silver",2018-08-01 10:30:00,"7440-22-4",TRUE,NA,"ug/l",0.039,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"FingerLakes RAS 2018","07-KDIG-10.4","07-KDIG-10.4-08012018-WS","TURBIDITY",2018-08-01 10:30:00,"TURB",TRUE,10.3,"ntu",0.06,"ntu",0.1,"","A",""
"FingerLakes RAS 2018","07-KDIG-10.4","07-KDIG-10.4-08012018-WS","Zinc",2018-08-01 10:30:00,"7440-66-6",TRUE,8.2,"ug/l",2.5,"ug/l",5,"","A",""
"FingerLakes RAS 2018","07-KEUK-0.3","07-KEUK-0.3-08012018-WS","ALKALINITY, TOTAL (AS CaCO3)",2018-08-01 12:30:00,"ALK",TRUE,164,"mg/l",1,"mg/l",2,"","A",""
"FingerLakes RAS 2018","07-KEUK-0.3","07-KEUK-0.3-08012018-WS","Aluminum",2018-08-01 12:30:00,"7429-90-5",TRUE,70.5,"ug/l",2.3,"ug/l",10,"","A",""
"FingerLakes RAS 2018","07-KEUK-0.3","07-KEUK-0.3-08012018-WS","Arsenic",2018-08-01 12:30:00,"7440-38-2",TRUE,1,"ug/l",0.39,"ug/l",1,"","A",""
"FingerLakes RAS 2018","07-KEUK-0.3","07-KEUK-0.3-08012018-WS","Cadmium",2018-08-01 12:30:00,"7440-43-9",TRUE,NA,"ug/l",0.064,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"FingerLakes RAS 2018","07-KEUK-0.3","07-KEUK-0.3-08012018-WS","Calcium",2018-08-01 12:30:00,"7440-70-2",TRUE,42300,"ug/l",110,"ug/l",1000,"","A",""
"FingerLakes RAS 2018","07-KEUK-0.3","07-KEUK-0.3-08012018-WS","CHLORIDE (AS CL)",2018-08-01 12:30:00,"16887-00-6",TRUE,57.3,"mg/l",0.2,"mg/l",2,"","A",""
"FingerLakes RAS 2018","07-KEUK-0.3","07-KEUK-0.3-08012018-WS","Copper",2018-08-01 12:30:00,"7440-50-8",TRUE,3,"ug/l",0.66,"ug/l",1,"","A",""
"FingerLakes RAS 2018","07-KEUK-0.3","07-KEUK-0.3-08012018-WS","HARDNESS (AS CACO3)",2018-08-01 12:30:00,"HARD",TRUE,157,"mg/l",NA,"mg/l",6.62,"","A",""
"FingerLakes RAS 2018","07-KEUK-0.3","07-KEUK-0.3-08012018-WS","Iron",2018-08-01 12:30:00,"7439-89-6",TRUE,125,"ug/l",13,"ug/l",100,"","A",""
"FingerLakes RAS 2018","07-KEUK-0.3","07-KEUK-0.3-08012018-WS","Lead",2018-08-01 12:30:00,"7439-92-1",TRUE,0.61,"ug/l",0.067,"ug/l",1,"J","J","estimated value due to lab error"
"FingerLakes RAS 2018","07-KEUK-0.3","07-KEUK-0.3-08012018-WS","Magnesium",2018-08-01 12:30:00,"7439-95-4",TRUE,12500,"ug/l",29,"ug/l",1000,"","A",""
"FingerLakes RAS 2018","07-KEUK-0.3","07-KEUK-0.3-08012018-WS","Nickel",2018-08-01 12:30:00,"7440-02-0",TRUE,1.2,"ug/l",0.26,"ug/l",1,"","A",""
"FingerLakes RAS 2018","07-KEUK-0.3","07-KEUK-0.3-08012018-WS","Nitrate+Nitrite as Nitrogen",2018-08-01 12:30:00,"NO3NO2N",TRUE,0.929,"mg/l",7e-04,"mg/l",0.002,"","A",""
"FingerLakes RAS 2018","07-KEUK-0.3","07-KEUK-0.3-08012018-WS","Nitrogen",2018-08-01 12:30:00,"KN",TRUE,1.38,"mg/l",NA,"mg/l",0.1,"","A",""
"FingerLakes RAS 2018","07-KEUK-0.3","07-KEUK-0.3-08012018-WS","Nitrogen, ammonia (As N)",2018-08-01 12:30:00,"7664-41-7",TRUE,0.0181,"mg/l",8e-04,"mg/l",0.005,"","A",""
"FingerLakes RAS 2018","07-KEUK-0.3","07-KEUK-0.3-08012018-WS","NITROGEN, KJELDAHL, TOTAL",2018-08-01 12:30:00,"KN",TRUE,0.45,"mg/l",0.08,"mg/l",0.1,"","A",""
"FingerLakes RAS 2018","07-KEUK-0.3","07-KEUK-0.3-08012018-WS","NITROGEN, NITRATE (AS N)",2018-08-01 12:30:00,"14797-55-8",TRUE,0.896,"mg/l",NA,"mg/l",0.01,"","A",""
"FingerLakes RAS 2018","07-KEUK-0.3","07-KEUK-0.3-08012018-WS","NITROGEN, NITRITE",2018-08-01 12:30:00,"14797-65-0",TRUE,0.033,"mg/l",0.007,"mg/l",0.01,"","A",""
"FingerLakes RAS 2018","07-KEUK-0.3","07-KEUK-0.3-08012018-WS","PHOSPHORUS, TOTAL (AS P)",2018-08-01 12:30:00,"7723-14-0",TRUE,0.0233,"mg/l",0.002,"mg/l",0.005,"","A",""
"FingerLakes RAS 2018","07-KEUK-0.3","07-KEUK-0.3-08012018-WS","Silver",2018-08-01 12:30:00,"7440-22-4",TRUE,NA,"ug/l",0.039,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"FingerLakes RAS 2018","07-KEUK-0.3","07-KEUK-0.3-08012018-WS","TURBIDITY",2018-08-01 12:30:00,"TURB",TRUE,1.43,"ntu",0.06,"ntu",0.1,"","R","Equipment Blank error"
"FingerLakes RAS 2018","07-KEUK-0.3","07-KEUK-0.3-08012018-WS","Zinc",2018-08-01 12:30:00,"7440-66-6",TRUE,3.2,"ug/l",2.5,"ug/l",5,"J","R","estimated value due to lab error ; Accuracy error"
"FingerLakes RAS 2018","07-KEUK-1.5","07-KEUK-1.5-08012018-WS","ALKALINITY, TOTAL (AS CaCO3)",2018-08-01 13:30:00,"ALK",TRUE,116,"mg/l",1,"mg/l",2,"","A",""
"FingerLakes RAS 2018","07-KEUK-1.5","07-KEUK-1.5-08012018-WS","Aluminum",2018-08-01 13:30:00,"7429-90-5",TRUE,68.5,"ug/l",2.3,"ug/l",10,"","A",""
"FingerLakes RAS 2018","07-KEUK-1.5","07-KEUK-1.5-08012018-WS","Arsenic",2018-08-01 13:30:00,"7440-38-2",TRUE,0.89,"ug/l",0.39,"ug/l",1,"J","J","estimated value due to lab error"
"FingerLakes RAS 2018","07-KEUK-1.5","07-KEUK-1.5-08012018-WS","Cadmium",2018-08-01 13:30:00,"7440-43-9",TRUE,NA,"ug/l",0.064,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"FingerLakes RAS 2018","07-KEUK-1.5","07-KEUK-1.5-08012018-WS","Calcium",2018-08-01 13:30:00,"7440-70-2",TRUE,40000,"ug/l",110,"ug/l",1000,"","A",""
"FingerLakes RAS 2018","07-KEUK-1.5","07-KEUK-1.5-08012018-WS","CHLORIDE (AS CL)",2018-08-01 13:30:00,"16887-00-6",TRUE,46.8,"mg/l",0.2,"mg/l",2,"","A",""
"FingerLakes RAS 2018","07-KEUK-1.5","07-KEUK-1.5-08012018-WS","Copper",2018-08-01 13:30:00,"7440-50-8",TRUE,2.8,"ug/l",0.66,"ug/l",1,"","A",""
"FingerLakes RAS 2018","07-KEUK-1.5","07-KEUK-1.5-08012018-WS","HARDNESS (AS CACO3)",2018-08-01 13:30:00,"HARD",TRUE,150,"mg/l",NA,"mg/l",6.62,"","A",""
"FingerLakes RAS 2018","07-KEUK-1.5","07-KEUK-1.5-08012018-WS","Iron",2018-08-01 13:30:00,"7439-89-6",TRUE,130,"ug/l",13,"ug/l",100,"","A",""
"FingerLakes RAS 2018","07-KEUK-1.5","07-KEUK-1.5-08012018-WS","Lead",2018-08-01 13:30:00,"7439-92-1",TRUE,0.66,"ug/l",0.067,"ug/l",1,"J","J","estimated value due to lab error"
"FingerLakes RAS 2018","07-KEUK-1.5","07-KEUK-1.5-08012018-WS","Magnesium",2018-08-01 13:30:00,"7439-95-4",TRUE,12200,"ug/l",29,"ug/l",1000,"","A",""
"FingerLakes RAS 2018","07-KEUK-1.5","07-KEUK-1.5-08012018-WS","Nickel",2018-08-01 13:30:00,"7440-02-0",TRUE,0.9,"ug/l",0.26,"ug/l",1,"J","J","estimated value due to lab error"
"FingerLakes RAS 2018","07-KEUK-1.5","07-KEUK-1.5-08012018-WS","Nitrate+Nitrite as Nitrogen",2018-08-01 13:30:00,"NO3NO2N",TRUE,0.875,"mg/l",7e-04,"mg/l",0.002,"","A",""
"FingerLakes RAS 2018","07-KEUK-1.5","07-KEUK-1.5-08012018-WS","Nitrogen",2018-08-01 13:30:00,"KN",TRUE,1.38,"mg/l",NA,"mg/l",0.1,"","A",""
"FingerLakes RAS 2018","07-KEUK-1.5","07-KEUK-1.5-08012018-WS","Nitrogen, ammonia (As N)",2018-08-01 13:30:00,"7664-41-7",TRUE,0.0139,"mg/l",8e-04,"mg/l",0.005,"","A",""
"FingerLakes RAS 2018","07-KEUK-1.5","07-KEUK-1.5-08012018-WS","NITROGEN, KJELDAHL, TOTAL",2018-08-01 13:30:00,"KN",TRUE,0.51,"mg/l",0.08,"mg/l",0.1,"","A",""
"FingerLakes RAS 2018","07-KEUK-1.5","07-KEUK-1.5-08012018-WS","NITROGEN, NITRATE (AS N)",2018-08-01 13:30:00,"14797-55-8",TRUE,0.843,"mg/l",NA,"mg/l",0.01,"","A",""
"FingerLakes RAS 2018","07-KEUK-1.5","07-KEUK-1.5-08012018-WS","NITROGEN, NITRITE",2018-08-01 13:30:00,"14797-65-0",TRUE,0.032,"mg/l",0.007,"mg/l",0.01,"","A",""
"FingerLakes RAS 2018","07-KEUK-1.5","07-KEUK-1.5-08012018-WS","PHOSPHORUS, TOTAL (AS P)",2018-08-01 13:30:00,"7723-14-0",TRUE,0.0216,"mg/l",0.002,"mg/l",0.005,"","A",""
"FingerLakes RAS 2018","07-KEUK-1.5","07-KEUK-1.5-08012018-WS","Silver",2018-08-01 13:30:00,"7440-22-4",TRUE,NA,"ug/l",0.039,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"FingerLakes RAS 2018","07-KEUK-1.5","07-KEUK-1.5-08012018-WS","TURBIDITY",2018-08-01 13:30:00,"TURB",TRUE,1.58,"ntu",0.06,"ntu",0.1,"","T",""
"FingerLakes RAS 2018","07-KEUK-1.5","07-KEUK-1.5-08012018-WS","Zinc",2018-08-01 13:30:00,"7440-66-6",TRUE,2.6,"ug/l",2.5,"ug/l",5,"J","R","estimated value due to lab error ; Accuracy error"
"FingerLakes RAS 2018","07-KEUK-3.4","07-KEUK-3.4-08022018-WS","ALKALINITY, TOTAL (AS CaCO3)",2018-08-02 10:30:00,"ALK",TRUE,111,"mg/l",1,"mg/l",2,"","A",""
"FingerLakes RAS 2018","07-KEUK-3.4","07-KEUK-3.4-08022018-WS","Aluminum",2018-08-02 10:30:00,"7429-90-5",TRUE,77.4,"ug/l",2.3,"ug/l",10,"","A",""
"FingerLakes RAS 2018","07-KEUK-3.4","07-KEUK-3.4-08022018-WS","Arsenic",2018-08-02 10:30:00,"7440-38-2",TRUE,0.78,"ug/l",0.39,"ug/l",1,"J","J","estimated value due to lab error"
"FingerLakes RAS 2018","07-KEUK-3.4","07-KEUK-3.4-08022018-WS","Cadmium",2018-08-02 10:30:00,"7440-43-9",TRUE,NA,"ug/l",0.064,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"FingerLakes RAS 2018","07-KEUK-3.4","07-KEUK-3.4-08022018-WS","Calcium",2018-08-02 10:30:00,"7440-70-2",TRUE,37000,"ug/l",110,"ug/l",1000,"","A",""
"FingerLakes RAS 2018","07-KEUK-3.4","07-KEUK-3.4-08022018-WS","CHLORIDE (AS CL)",2018-08-02 10:30:00,"16887-00-6",TRUE,46.7,"mg/l",0.2,"mg/l",2,"","A",""
"FingerLakes RAS 2018","07-KEUK-3.4","07-KEUK-3.4-08022018-WS","Copper",2018-08-02 10:30:00,"7440-50-8",TRUE,2.8,"ug/l",0.66,"ug/l",1,"","A",""
"FingerLakes RAS 2018","07-KEUK-3.4","07-KEUK-3.4-08022018-WS","HARDNESS (AS CACO3)",2018-08-02 10:30:00,"HARD",TRUE,141,"mg/l",NA,"mg/l",6.62,"","A",""
"FingerLakes RAS 2018","07-KEUK-3.4","07-KEUK-3.4-08022018-WS","Iron",2018-08-02 10:30:00,"7439-89-6",TRUE,148,"ug/l",13,"ug/l",100,"","A",""
"FingerLakes RAS 2018","07-KEUK-3.4","07-KEUK-3.4-08022018-WS","Lead",2018-08-02 10:30:00,"7439-92-1",TRUE,0.95,"ug/l",0.067,"ug/l",1,"J","J","estimated value due to lab error"
"FingerLakes RAS 2018","07-KEUK-3.4","07-KEUK-3.4-08022018-WS","Magnesium",2018-08-02 10:30:00,"7439-95-4",TRUE,11700,"ug/l",29,"ug/l",1000,"","A",""
"FingerLakes RAS 2018","07-KEUK-3.4","07-KEUK-3.4-08022018-WS","Nickel",2018-08-02 10:30:00,"7440-02-0",TRUE,1,"ug/l",0.26,"ug/l",1,"","A",""
"FingerLakes RAS 2018","07-KEUK-3.4","07-KEUK-3.4-08022018-WS","Nitrate+Nitrite as Nitrogen",2018-08-02 10:30:00,"NO3NO2N",TRUE,1.21,"mg/l",7e-04,"mg/l",0.002,"","A",""
"FingerLakes RAS 2018","07-KEUK-3.4","07-KEUK-3.4-08022018-WS","Nitrogen",2018-08-02 10:30:00,"KN",TRUE,1.66,"mg/l",NA,"mg/l",0.1,"","A",""
"FingerLakes RAS 2018","07-KEUK-3.4","07-KEUK-3.4-08022018-WS","Nitrogen, ammonia (As N)",2018-08-02 10:30:00,"7664-41-7",TRUE,0.0422,"mg/l",8e-04,"mg/l",0.005,"","A",""
"FingerLakes RAS 2018","07-KEUK-3.4","07-KEUK-3.4-08022018-WS","NITROGEN, KJELDAHL, TOTAL",2018-08-02 10:30:00,"KN",TRUE,0.44,"mg/l",0.08,"mg/l",0.1,"","A",""
"FingerLakes RAS 2018","07-KEUK-3.4","07-KEUK-3.4-08022018-WS","NITROGEN, NITRATE (AS N)",2018-08-02 10:30:00,"14797-55-8",TRUE,1.13,"mg/l",NA,"mg/l",0.01,"","A",""
"FingerLakes RAS 2018","07-KEUK-3.4","07-KEUK-3.4-08022018-WS","NITROGEN, NITRITE",2018-08-02 10:30:00,"14797-65-0",TRUE,0.084,"mg/l",0.007,"mg/l",0.01,"","A",""
"FingerLakes RAS 2018","07-KEUK-3.4","07-KEUK-3.4-08022018-WS","PHOSPHORUS, TOTAL (AS P)",2018-08-02 10:30:00,"7723-14-0",TRUE,0.0276,"mg/l",0.002,"mg/l",0.005,"","A",""
"FingerLakes RAS 2018","07-KEUK-3.4","07-KEUK-3.4-08022018-WS","Silver",2018-08-02 10:30:00,"7440-22-4",TRUE,NA,"ug/l",0.039,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"FingerLakes RAS 2018","07-KEUK-3.4","07-KEUK-3.4-08022018-WS","TURBIDITY",2018-08-02 10:30:00,"TURB",TRUE,1.33,"ntu",0.06,"ntu",0.1,"","R","Equipment Blank error"
"FingerLakes RAS 2018","07-KEUK-3.4","07-KEUK-3.4-08022018-WS","Zinc",2018-08-02 10:30:00,"7440-66-6",TRUE,3.6,"ug/l",2.5,"ug/l",5,"NJ","R","lab error ; Accuracy error"
"FingerLakes RAS 2018","07-KEUK-6.7","07-KEUK-6.7-08022018-WS","ALKALINITY, TOTAL (AS CaCO3)",2018-08-02 09:00:00,"ALK",TRUE,99.6,"mg/l",1,"mg/l",2,"","A",""
"FingerLakes RAS 2018","07-KEUK-6.7","07-KEUK-6.7-08022018-WS","Aluminum",2018-08-02 09:00:00,"7429-90-5",TRUE,35.2,"ug/l",2.3,"ug/l",10,"","A",""
"FingerLakes RAS 2018","07-KEUK-6.7","07-KEUK-6.7-08022018-WS","Arsenic",2018-08-02 09:00:00,"7440-38-2",TRUE,0.97,"ug/l",0.39,"ug/l",1,"J","J","estimated value due to lab error"
"FingerLakes RAS 2018","07-KEUK-6.7","07-KEUK-6.7-08022018-WS","Cadmium",2018-08-02 09:00:00,"7440-43-9",TRUE,NA,"ug/l",0.064,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"FingerLakes RAS 2018","07-KEUK-6.7","07-KEUK-6.7-08022018-WS","Calcium",2018-08-02 09:00:00,"7440-70-2",TRUE,34000,"ug/l",110,"ug/l",1000,"","A",""
"FingerLakes RAS 2018","07-KEUK-6.7","07-KEUK-6.7-08022018-WS","CHLORIDE (AS CL)",2018-08-02 09:00:00,"16887-00-6",TRUE,38.8,"mg/l",0.2,"mg/l",2,"","A",""
"FingerLakes RAS 2018","07-KEUK-6.7","07-KEUK-6.7-08022018-WS","Copper",2018-08-02 09:00:00,"7440-50-8",TRUE,0.96,"ug/l",0.66,"ug/l",1,"J","J","estimated value due to lab error"
"FingerLakes RAS 2018","07-KEUK-6.7","07-KEUK-6.7-08022018-WS","HARDNESS (AS CACO3)",2018-08-02 09:00:00,"HARD",TRUE,131,"mg/l",NA,"mg/l",6.62,"","A",""
"FingerLakes RAS 2018","07-KEUK-6.7","07-KEUK-6.7-08022018-WS","Iron",2018-08-02 09:00:00,"7439-89-6",TRUE,148,"ug/l",13,"ug/l",100,"","A",""
"FingerLakes RAS 2018","07-KEUK-6.7","07-KEUK-6.7-08022018-WS","Lead",2018-08-02 09:00:00,"7439-92-1",TRUE,0.44,"ug/l",0.067,"ug/l",1,"J","J","estimated value due to lab error"
"FingerLakes RAS 2018","07-KEUK-6.7","07-KEUK-6.7-08022018-WS","Magnesium",2018-08-02 09:00:00,"7439-95-4",TRUE,11300,"ug/l",29,"ug/l",1000,"","A",""
"FingerLakes RAS 2018","07-KEUK-6.7","07-KEUK-6.7-08022018-WS","Nickel",2018-08-02 09:00:00,"7440-02-0",TRUE,0.82,"ug/l",0.26,"ug/l",1,"J","J","estimated value due to lab error"
"FingerLakes RAS 2018","07-KEUK-6.7","07-KEUK-6.7-08022018-WS","Nitrate+Nitrite as Nitrogen",2018-08-02 09:00:00,"NO3NO2N",TRUE,0.0253,"mg/l",7e-04,"mg/l",0.002,"","J","estimated value due to Equipment Blank error"
"FingerLakes RAS 2018","07-KEUK-6.7","07-KEUK-6.7-08022018-WS","Nitrogen",2018-08-02 09:00:00,"KN",TRUE,0.7,"mg/l",NA,"mg/l",0.1,"","A",""
"FingerLakes RAS 2018","07-KEUK-6.7","07-KEUK-6.7-08022018-WS","Nitrogen, ammonia (As N)",2018-08-02 09:00:00,"7664-41-7",TRUE,0.0169,"mg/l",8e-04,"mg/l",0.005,"","A",""
"FingerLakes RAS 2018","07-KEUK-6.7","07-KEUK-6.7-08022018-WS","NITROGEN, KJELDAHL, TOTAL",2018-08-02 09:00:00,"KN",TRUE,0.68,"mg/l",0.08,"mg/l",0.1,"","A",""
"FingerLakes RAS 2018","07-KEUK-6.7","07-KEUK-6.7-08022018-WS","NITROGEN, NITRATE (AS N)",2018-08-02 09:00:00,"14797-55-8",TRUE,0.025,"mg/l",NA,"mg/l",0.01,"","A",""
"FingerLakes RAS 2018","07-KEUK-6.7","07-KEUK-6.7-08022018-WS","NITROGEN, NITRITE",2018-08-02 09:00:00,"14797-65-0",TRUE,NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"FingerLakes RAS 2018","07-KEUK-6.7","07-KEUK-6.7-08022018-WS","PHOSPHORUS, TOTAL (AS P)",2018-08-02 09:00:00,"7723-14-0",TRUE,0.0264,"mg/l",0.002,"mg/l",0.005,"","A",""
"FingerLakes RAS 2018","07-KEUK-6.7","07-KEUK-6.7-08022018-WS","Silver",2018-08-02 09:00:00,"7440-22-4",TRUE,NA,"ug/l",0.039,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"FingerLakes RAS 2018","07-KEUK-6.7","07-KEUK-6.7-08022018-WS","TURBIDITY",2018-08-02 09:00:00,"TURB",TRUE,1.46,"ntu",0.06,"ntu",0.1,"","R","Equipment Blank error"
"FingerLakes RAS 2018","07-KEUK-6.7","07-KEUK-6.7-08022018-WS","Zinc",2018-08-02 09:00:00,"7440-66-6",TRUE,NA,"ug/l",2.5,"ug/l",5,"UN","R","lab error ; Accuracy error"
"FingerLakes RAS 2018","07-KEUK-7.3","07-KEUK-7.3-08022018-WS","ALKALINITY, TOTAL (AS CaCO3)",2018-08-02 08:00:00,"ALK",TRUE,94.4,"mg/l",1,"mg/l",2,"","A",""
"FingerLakes RAS 2018","07-KEUK-7.3","07-KEUK-7.3-08022018-WS","Aluminum",2018-08-02 08:00:00,"7429-90-5",TRUE,7.2,"ug/l",2.3,"ug/l",10,"J","J","estimated value due to lab error"
"FingerLakes RAS 2018","07-KEUK-7.3","07-KEUK-7.3-08022018-WS","Arsenic",2018-08-02 08:00:00,"7440-38-2",TRUE,0.94,"ug/l",0.39,"ug/l",1,"J","J","estimated value due to lab error"
"FingerLakes RAS 2018","07-KEUK-7.3","07-KEUK-7.3-08022018-WS","Cadmium",2018-08-02 08:00:00,"7440-43-9",TRUE,NA,"ug/l",0.064,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"FingerLakes RAS 2018","07-KEUK-7.3","07-KEUK-7.3-08022018-WS","Calcium",2018-08-02 08:00:00,"7440-70-2",TRUE,31400,"ug/l",110,"ug/l",1000,"","A",""
"FingerLakes RAS 2018","07-KEUK-7.3","07-KEUK-7.3-08022018-WS","CHLORIDE (AS CL)",2018-08-02 08:00:00,"16887-00-6",TRUE,36,"mg/l",0.2,"mg/l",2,"","A",""
"FingerLakes RAS 2018","07-KEUK-7.3","07-KEUK-7.3-08022018-WS","Copper",2018-08-02 08:00:00,"7440-50-8",TRUE,0.81,"ug/l",0.66,"ug/l",1,"J","J","estimated value due to lab error"
"FingerLakes RAS 2018","07-KEUK-7.3","07-KEUK-7.3-08022018-WS","HARDNESS (AS CACO3)",2018-08-02 08:00:00,"HARD",TRUE,121,"mg/l",NA,"mg/l",6.62,"","A",""
"FingerLakes RAS 2018","07-KEUK-7.3","07-KEUK-7.3-08022018-WS","Iron",2018-08-02 08:00:00,"7439-89-6",TRUE,134,"ug/l",13,"ug/l",100,"","A",""
"FingerLakes RAS 2018","07-KEUK-7.3","07-KEUK-7.3-08022018-WS","Lead",2018-08-02 08:00:00,"7439-92-1",TRUE,0.18,"ug/l",0.067,"ug/l",1,"J","J","estimated value due to lab error"
"FingerLakes RAS 2018","07-KEUK-7.3","07-KEUK-7.3-08022018-WS","Magnesium",2018-08-02 08:00:00,"7439-95-4",TRUE,10400,"ug/l",29,"ug/l",1000,"","A",""
"FingerLakes RAS 2018","07-KEUK-7.3","07-KEUK-7.3-08022018-WS","Nickel",2018-08-02 08:00:00,"7440-02-0",TRUE,0.65,"ug/l",0.26,"ug/l",1,"J","J","estimated value due to lab error"
"FingerLakes RAS 2018","07-KEUK-7.3","07-KEUK-7.3-08022018-WS","Nitrate+Nitrite as Nitrogen",2018-08-02 08:00:00,"NO3NO2N",TRUE,0.0055,"mg/l",7e-04,"mg/l",0.002,"","R","Equipment Blank error"
"FingerLakes RAS 2018","07-KEUK-7.3","07-KEUK-7.3-08022018-WS","Nitrogen",2018-08-02 08:00:00,"KN",TRUE,1.01,"mg/l",NA,"mg/l",0.1,"","A",""
"FingerLakes RAS 2018","07-KEUK-7.3","07-KEUK-7.3-08022018-WS","Nitrogen, ammonia (As N)",2018-08-02 08:00:00,"7664-41-7",TRUE,NA,"mg/l",8e-04,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"FingerLakes RAS 2018","07-KEUK-7.3","07-KEUK-7.3-08022018-WS","NITROGEN, KJELDAHL, TOTAL",2018-08-02 08:00:00,"KN",TRUE,1,"mg/l",0.08,"mg/l",0.1,"","A",""
"FingerLakes RAS 2018","07-KEUK-7.3","07-KEUK-7.3-08022018-WS","NITROGEN, NITRATE (AS N)",2018-08-02 08:00:00,"14797-55-8",TRUE,NA,"mg/l",NA,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"FingerLakes RAS 2018","07-KEUK-7.3","07-KEUK-7.3-08022018-WS","NITROGEN, NITRITE",2018-08-02 08:00:00,"14797-65-0",TRUE,NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"FingerLakes RAS 2018","07-KEUK-7.3","07-KEUK-7.3-08022018-WS","PHOSPHORUS, TOTAL (AS P)",2018-08-02 08:00:00,"7723-14-0",TRUE,0.0278,"mg/l",0.002,"mg/l",0.005,"","A",""
"FingerLakes RAS 2018","07-KEUK-7.3","07-KEUK-7.3-08022018-WS","Silver",2018-08-02 08:00:00,"7440-22-4",TRUE,NA,"ug/l",0.039,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"FingerLakes RAS 2018","07-KEUK-7.3","07-KEUK-7.3-08022018-WS","TURBIDITY",2018-08-02 08:00:00,"TURB",TRUE,1.19,"ntu",0.06,"ntu",0.1,"","R","Equipment Blank error"
"FingerLakes RAS 2018","07-KEUK-7.3","07-KEUK-7.3-08022018-WS","Zinc",2018-08-02 08:00:00,"7440-66-6",TRUE,7.3,"ug/l",2.5,"ug/l",5,"N","R","lab error ; Accuracy error"
"FingerLakes RAS 2018","07-KEUK_T3-1.0","07-KEUK_T3-1.0-08012018-WS","ALKALINITY, TOTAL (AS CaCO3)",2018-08-01 14:30:00,"ALK",TRUE,284,"mg/l",1,"mg/l",2,"","A",""
"FingerLakes RAS 2018","07-KEUK_T3-1.0","07-KEUK_T3-1.0-08012018-WS","Aluminum",2018-08-01 14:30:00,"7429-90-5",TRUE,886,"ug/l",23,"ug/l",100,"","A",""
"FingerLakes RAS 2018","07-KEUK_T3-1.0","07-KEUK_T3-1.0-08012018-WS","Arsenic",2018-08-01 14:30:00,"7440-38-2",TRUE,2.1,"ug/l",0.39,"ug/l",1,"","A",""
"FingerLakes RAS 2018","07-KEUK_T3-1.0","07-KEUK_T3-1.0-08012018-WS","Cadmium",2018-08-01 14:30:00,"7440-43-9",TRUE,NA,"ug/l",0.064,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"FingerLakes RAS 2018","07-KEUK_T3-1.0","07-KEUK_T3-1.0-08012018-WS","Calcium",2018-08-01 14:30:00,"7440-70-2",TRUE,114000,"ug/l",110,"ug/l",1000,"","A",""
"FingerLakes RAS 2018","07-KEUK_T3-1.0","07-KEUK_T3-1.0-08012018-WS","CHLORIDE (AS CL)",2018-08-01 14:30:00,"16887-00-6",TRUE,64.7,"mg/l",0.2,"mg/l",2,"","A",""
"FingerLakes RAS 2018","07-KEUK_T3-1.0","07-KEUK_T3-1.0-08012018-WS","Copper",2018-08-01 14:30:00,"7440-50-8",TRUE,3.3,"ug/l",0.66,"ug/l",1,"","A",""
