"sys_sample_code","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers"
"18CMG103","Nitrogen, ammonia (As N)",2018-07-10,"7664-41-7","T",0.0105,"mg/l",8e-04,"mg/l",0.005,"","A",""
"18CMG103","NITROGEN, KJELDAHL, TOTAL",2018-07-10,"KN","T",0.96,"mg/l",0.08,"mg/l",0.1,"","J","estimated value due to Equipment Blank error"
"18CMG103","pH of Color Analysis",2018-07-10,"PHCOLOR","T",7.52,"pH units",NA,"pH units",NA,"","A",""
"18CMG103","PHOSPHORUS, DISSOLVED (AS P)",2018-07-10,"7723-14-0","D",0.02,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG103","PHOSPHORUS, TOTAL (AS P)",2018-07-10,"7723-14-0","T",0.0503,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG103","TOTAL ORGANIC CARBON",2018-07-10,"TOC","T",9.3,"mg/l",0.05,"mg/l",1,"","J","estimated value due to Equipment Blank error"
"18CMG105","ALKALINITY, TOTAL (AS CaCO3)",2018-07-10,"ALK","T",17.6,"mg/l",1,"mg/l",2,"","A",""
"18CMG105","Chlorophyll A",2018-07-10,"479-61-8","T",5.68,"ug/l",NA,"ug/l",0.32,"","A",""
"18CMG105","Color, True",2018-07-10,"COLOR","T",33,"color unit",NA,"color unit",1,"","J","estimated value due to Equipment Blank error"
"18CMG105","Nitrate+Nitrite as Nitrogen",2018-07-10,"NO3NO2N","T",0.0024,"mg/l",7e-04,"mg/l",0.002,"","R","Precision error"
"18CMG105","Nitrogen, ammonia (As N)",2018-07-10,"7664-41-7","T",0.0145,"mg/l",8e-04,"mg/l",0.005,"","A",""
"18CMG105","NITROGEN, KJELDAHL, TOTAL",2018-07-10,"KN","T",0.55,"mg/l",0.08,"mg/l",0.1,"","T",""
"18CMG105","pH of Color Analysis",2018-07-10,"PHCOLOR","T",7.59,"pH units",NA,"pH units",NA,"","A",""
"18CMG105","PHOSPHORUS, DISSOLVED (AS P)",2018-07-10,"7723-14-0","D",0.0066,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG105","PHOSPHORUS, TOTAL (AS P)",2018-07-10,"7723-14-0","T",0.0117,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG105","TOTAL ORGANIC CARBON",2018-07-10,"TOC","T",6,"mg/l",0.05,"mg/l",1,"","T",""
"18CMG106","Color, True",2018-07-10,"COLOR","T",80,"color unit",NA,"color unit",5,"","A",""
"18CMG106","Nitrate+Nitrite as Nitrogen",2018-07-10,"NO3NO2N","T",NA,"mg/l",7e-04,"mg/l",0.002,"U","R","Analyte was analyzed for but not detected ; Precision error"
"18CMG106","Nitrogen, ammonia (As N)",2018-07-10,"7664-41-7","T",0.0619,"mg/l",8e-04,"mg/l",0.005,"","A",""
"18CMG106","NITROGEN, KJELDAHL, TOTAL",2018-07-10,"KN","T",0.59,"mg/l",0.08,"mg/l",0.1,"","J","estimated value due to Equipment Blank error"
"18CMG106","pH of Color Analysis",2018-07-10,"PHCOLOR","T",7.51,"pH units",NA,"pH units",NA,"","A",""
"18CMG106","PHOSPHORUS, DISSOLVED (AS P)",2018-07-10,"7723-14-0","D",0.0063,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG106","PHOSPHORUS, TOTAL (AS P)",2018-07-10,"7723-14-0","T",0.0181,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG106","TOTAL ORGANIC CARBON",2018-07-10,"TOC","T",5.4,"mg/l",0.05,"mg/l",1,"","T",""
"18CMG107","ALKALINITY, TOTAL (AS CaCO3)",2018-07-11,"ALK","T",104,"mg/l",1,"mg/l",2,"","A",""
"18CMG107","Color, True",2018-07-11,"COLOR","T",85,"color unit",NA,"color unit",5,"","A",""
"18CMG107","Nitrate+Nitrite as Nitrogen",2018-07-11,"NO3NO2N","T",0.003,"mg/l",7e-04,"mg/l",0.002,"","R","Precision error"
"18CMG107","Nitrogen, ammonia (As N)",2018-07-11,"7664-41-7","T",0.018,"mg/l",8e-04,"mg/l",0.005,"","A",""
"18CMG107","NITROGEN, KJELDAHL, TOTAL",2018-07-11,"KN","T",0.88,"mg/l",0.08,"mg/l",0.1,"","J","estimated value due to Equipment Blank error"
"18CMG107","pH of Color Analysis",2018-07-11,"PHCOLOR","T",8.14,"pH units",NA,"pH units",NA,"","A",""
"18CMG107","PHOSPHORUS, DISSOLVED (AS P)",2018-07-11,"7723-14-0","D",0.0103,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG107","PHOSPHORUS, TOTAL (AS P)",2018-07-11,"7723-14-0","T",0.0373,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG107","TOTAL ORGANIC CARBON",2018-07-11,"TOC","T",9.3,"mg/l",0.05,"mg/l",1,"","J","estimated value due to Equipment Blank error"
"18CMG109","ALKALINITY, TOTAL (AS CaCO3)",2018-07-11,"ALK","T",34,"mg/l",1,"mg/l",2,"","A",""
"18CMG109","Chlorophyll A",2018-07-11,"479-61-8","T",7.8,"ug/l",NA,"ug/l",0.32,"","A",""
"18CMG109","Color, True",2018-07-11,"COLOR","T",85,"color unit",NA,"color unit",5,"","A",""
"18CMG109","Nitrate+Nitrite as Nitrogen",2018-07-11,"NO3NO2N","T",0.0035,"mg/l",7e-04,"mg/l",0.002,"","R","Precision error"
"18CMG109","Nitrogen, ammonia (As N)",2018-07-11,"7664-41-7","T",0.012,"mg/l",8e-04,"mg/l",0.005,"","A",""
"18CMG109","NITROGEN, KJELDAHL, TOTAL",2018-07-11,"KN","T",0.68,"mg/l",0.08,"mg/l",0.1,"","J","estimated value due to Equipment Blank error"
"18CMG109","pH of Color Analysis",2018-07-11,"PHCOLOR","T",7.47,"pH units",NA,"pH units",NA,"","A",""
"18CMG109","PHOSPHORUS, DISSOLVED (AS P)",2018-07-11,"7723-14-0","D",0.0099,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG109","PHOSPHORUS, TOTAL (AS P)",2018-07-11,"7723-14-0","T",0.0229,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG109","TOTAL ORGANIC CARBON",2018-07-11,"TOC","T",8.5,"mg/l",0.05,"mg/l",1,"","J","estimated value due to Equipment Blank error"
"18CMG111","ALKALINITY, TOTAL (AS CaCO3)",2018-07-11,"ALK","T",171,"mg/l",1,"mg/l",2,"","A",""
"18CMG111","Chlorophyll A",2018-07-11,"479-61-8","T",65.8,"ug/l",NA,"ug/l",2.7,"","A",""
"18CMG111","Color, True",2018-07-11,"COLOR","T",90,"color unit",NA,"color unit",5,"","A",""
"18CMG111","Nitrate+Nitrite as Nitrogen",2018-07-11,"NO3NO2N","T",0.0027,"mg/l",7e-04,"mg/l",0.002,"","R","Precision error"
"18CMG111","Nitrogen, ammonia (As N)",2018-07-11,"7664-41-7","T",0.0106,"mg/l",8e-04,"mg/l",0.005,"","A",""
"18CMG111","NITROGEN, KJELDAHL, TOTAL",2018-07-11,"KN","T",0.9,"mg/l",0.08,"mg/l",0.1,"","J","estimated value due to Equipment Blank error"
"18CMG111","pH of Color Analysis",2018-07-11,"PHCOLOR","T",8.13,"pH units",NA,"pH units",NA,"","A",""
"18CMG111","PHOSPHORUS, DISSOLVED (AS P)",2018-07-11,"7723-14-0","D",0.012,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG111","PHOSPHORUS, TOTAL (AS P)",2018-07-11,"7723-14-0","T",0.0416,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG111","TOTAL ORGANIC CARBON",2018-07-11,"TOC","T",9.2,"mg/l",0.05,"mg/l",1,"","J","estimated value due to Equipment Blank error"
"18CMG113","ALKALINITY, TOTAL (AS CaCO3)",2018-07-10,"ALK","T",39.2,"mg/l",1,"mg/l",2,"","A",""
"18CMG113","Chlorophyll A",2018-07-10,"479-61-8","T",5.94,"ug/l",NA,"ug/l",0.16,"","A",""
"18CMG113","Color, True",2018-07-10,"COLOR","T",80,"color unit",NA,"color unit",5,"","A",""
"18CMG113","Nitrate+Nitrite as Nitrogen",2018-07-10,"NO3NO2N","T",0.0042,"mg/l",7e-04,"mg/l",0.002,"","R","Precision error"
"18CMG113","Nitrogen, ammonia (As N)",2018-07-10,"7664-41-7","T",0.0122,"mg/l",8e-04,"mg/l",0.005,"","A",""
"18CMG113","NITROGEN, KJELDAHL, TOTAL",2018-07-10,"KN","T",0.8,"mg/l",0.08,"mg/l",0.1,"","J","estimated value due to Equipment Blank error"
"18CMG113","pH of Color Analysis",2018-07-10,"PHCOLOR","T",7.71,"pH units",NA,"pH units",NA,"","A",""
"18CMG113","PHOSPHORUS, DISSOLVED (AS P)",2018-07-10,"7723-14-0","D",0.0088,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG113","PHOSPHORUS, TOTAL (AS P)",2018-07-10,"7723-14-0","T",0.0237,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG113","TOTAL ORGANIC CARBON",2018-07-10,"TOC","T",7.2,"mg/l",0.05,"mg/l",1,"","J","estimated value due to Equipment Blank error"
"18CMG115","ALKALINITY, TOTAL (AS CaCO3)",2018-07-10,"ALK","T",131,"mg/l",1,"mg/l",2,"","A",""
"18CMG115","Chlorophyll A",2018-07-10,"479-61-8","T",3.38,"ug/l",NA,"ug/l",0.16,"","A",""
"18CMG115","Color, True",2018-07-10,"COLOR","T",29,"color unit",NA,"color unit",1,"","J","estimated value due to Equipment Blank error"
"18CMG115","Nitrate+Nitrite as Nitrogen",2018-07-10,"NO3NO2N","T",0.0027,"mg/l",7e-04,"mg/l",0.002,"","R","Precision error"
"18CMG115","Nitrogen, ammonia (As N)",2018-07-10,"7664-41-7","T",NA,"mg/l",8e-04,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"18CMG115","NITROGEN, KJELDAHL, TOTAL",2018-07-10,"KN","T",0.68,"mg/l",0.08,"mg/l",0.1,"","J","estimated value due to Equipment Blank error"
"18CMG115","pH of Color Analysis",2018-07-10,"PHCOLOR","T",7.96,"pH units",NA,"pH units",NA,"","A",""
"18CMG115","PHOSPHORUS, DISSOLVED (AS P)",2018-07-10,"7723-14-0","D",0.0076,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG115","PHOSPHORUS, TOTAL (AS P)",2018-07-10,"7723-14-0","T",0.0147,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG115","TOTAL ORGANIC CARBON",2018-07-10,"TOC","T",6.5,"mg/l",0.05,"mg/l",1,"","T",""
"18CMG116","Color, True",2018-07-10,"COLOR","T",80,"color unit",NA,"color unit",5,"","A",""
"18CMG116","Nitrate+Nitrite as Nitrogen",2018-07-10,"NO3NO2N","T",0.004,"mg/l",7e-04,"mg/l",0.002,"","R","Precision error"
"18CMG116","Nitrogen, ammonia (As N)",2018-07-10,"7664-41-7","T",0.208,"mg/l",8e-04,"mg/l",0.005,"","A",""
"18CMG116","NITROGEN, KJELDAHL, TOTAL",2018-07-10,"KN","T",1.15,"mg/l",0.08,"mg/l",0.1,"","A",""
"18CMG116","pH of Color Analysis",2018-07-10,"PHCOLOR","T",7.48,"pH units",NA,"pH units",NA,"","A",""
"18CMG116","PHOSPHORUS, DISSOLVED (AS P)",2018-07-10,"7723-14-0","D",0.0117,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG116","PHOSPHORUS, TOTAL (AS P)",2018-07-10,"7723-14-0","T",0.0913,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG116","TOTAL ORGANIC CARBON",2018-07-10,"TOC","T",5.7,"mg/l",0.05,"mg/l",1,"","T",""
"18CMG201","ALKALINITY, TOTAL (AS CaCO3)",2018-08-07,"ALK","T",46.8,"mg/l",1,"mg/l",2,"","A",""
"18CMG201","Chlorophyll A",2018-08-07,"479-61-8","T",30.4,"ug/l",NA,"ug/l",6.4,"","A",""
"18CMG201","Color, True",2018-08-07,"COLOR","T",150,"color unit",NA,"color unit",10,"","A",""
"18CMG201","Nitrate+Nitrite as Nitrogen",2018-08-07,"NO3NO2N","T",0.0041,"mg/l",7e-04,"mg/l",0.002,"","R","Equipment Blank error ; Precision error"
"18CMG201","Nitrogen, ammonia (As N)",2018-08-07,"7664-41-7","T",0.0063,"mg/l",8e-04,"mg/l",0.005,"","A",""
"18CMG201","NITROGEN, KJELDAHL, TOTAL",2018-08-07,"KN","T",0.82,"mg/l",0.08,"mg/l",0.1,"","A",""
"18CMG201","pH of Color Analysis",2018-08-07,"PHCOLOR","T",7.38,"pH units",NA,"pH units",10,"","A",""
"18CMG201","PHOSPHORUS, DISSOLVED (AS P)",2018-08-07,"7723-14-0","D",0.0161,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG201","PHOSPHORUS, TOTAL (AS P)",2018-08-07,"7723-14-0","T",0.0462,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG201","TOTAL ORGANIC CARBON",2018-08-07,"TOC","T",10.6,"mg/l",0.05,"mg/l",1,"","J","estimated value due to Equipment Blank error"
"18CMG203","ALKALINITY, TOTAL (AS CaCO3)",2018-08-06,"ALK","T",73.6,"mg/l",1,"mg/l",2,"","A",""
"18CMG203","Chlorophyll A",2018-08-06,"479-61-8","T",99.7,"ug/l",NA,"ug/l",6.4,"","A",""
"18CMG203","Color, True",2018-08-06,"COLOR","T",290,"color unit",NA,"color unit",10,"","A",""
"18CMG203","Nitrate+Nitrite as Nitrogen",2018-08-06,"NO3NO2N","T",0.0095,"mg/l",7e-04,"mg/l",0.002,"","R","Equipment Blank error ; Precision error"
"18CMG203","Nitrogen, ammonia (As N)",2018-08-06,"7664-41-7","T",0.0052,"mg/l",8e-04,"mg/l",0.005,"","A",""
"18CMG203","NITROGEN, KJELDAHL, TOTAL",2018-08-06,"KN","T",1.51,"mg/l",0.08,"mg/l",0.1,"","A",""
"18CMG203","pH of Color Analysis",2018-08-06,"PHCOLOR","T",7.44,"pH units",NA,"pH units",10,"","A",""
"18CMG203","PHOSPHORUS, DISSOLVED (AS P)",2018-08-06,"7723-14-0","D",0.0785,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG203","PHOSPHORUS, TOTAL (AS P)",2018-08-06,"7723-14-0","T",0.128,"mg/l",0.01,"mg/l",0.025,"","A",""
"18CMG203","TOTAL ORGANIC CARBON",2018-08-06,"TOC","T",13.2,"mg/l",0.05,"mg/l",1,"","J","estimated value due to Equipment Blank error"
"18CMG205","ALKALINITY, TOTAL (AS CaCO3)",2018-08-06,"ALK","T",21.2,"mg/l",1,"mg/l",2,"","A",""
"18CMG205","Chlorophyll A",2018-08-06,"479-61-8","T",10.2,"ug/l",NA,"ug/l",0.64,"","A",""
"18CMG205","Color, True",2018-08-06,"COLOR","T",29,"color unit",NA,"color unit",1,"","R","Equipment Blank error"
"18CMG205","Nitrate+Nitrite as Nitrogen",2018-08-06,"NO3NO2N","T",NA,"mg/l",7e-04,"mg/l",0.002,"U","R","Analyte was analyzed for but not detected ; Precision error"
"18CMG205","Nitrogen, ammonia (As N)",2018-08-06,"7664-41-7","T",NA,"mg/l",8e-04,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"18CMG205","NITROGEN, KJELDAHL, TOTAL",2018-08-06,"KN","T",0.51,"mg/l",0.08,"mg/l",0.1,"","A",""
"18CMG205","pH of Color Analysis",2018-08-06,"PHCOLOR","T",7.5,"pH units",NA,"pH units",10,"","A",""
"18CMG205","PHOSPHORUS, DISSOLVED (AS P)",2018-08-06,"7723-14-0","D",0.0073,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG205","PHOSPHORUS, TOTAL (AS P)",2018-08-06,"7723-14-0","T",0.0213,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG205","TOTAL ORGANIC CARBON",2018-08-06,"TOC","T",5.6,"mg/l",0.05,"mg/l",1,"","T",""
"18CMG206","Color, True",2018-08-06,"COLOR","T",47,"color unit",NA,"color unit",1,"","T",""
"18CMG206","Nitrate+Nitrite as Nitrogen",2018-08-06,"NO3NO2N","T",NA,"mg/l",7e-04,"mg/l",0.002,"U","R","Analyte was analyzed for but not detected ; Precision error"
"18CMG206","Nitrogen, ammonia (As N)",2018-08-06,"7664-41-7","T",NA,"mg/l",8e-04,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"18CMG206","NITROGEN, KJELDAHL, TOTAL",2018-08-06,"KN","T",0.57,"mg/l",0.08,"mg/l",0.1,"","A",""
"18CMG206","pH of Color Analysis",2018-08-06,"PHCOLOR","T",7.16,"pH units",NA,"pH units",10,"","A",""
"18CMG206","PHOSPHORUS, DISSOLVED (AS P)",2018-08-06,"7723-14-0","D",0.0102,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG206","PHOSPHORUS, TOTAL (AS P)",2018-08-06,"7723-14-0","T",0.027,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG206","TOTAL ORGANIC CARBON",2018-08-06,"TOC","T",5.7,"mg/l",0.05,"mg/l",1,"","T",""
"18CMG207","ALKALINITY, TOTAL (AS CaCO3)",2018-08-07,"ALK","T",132,"mg/l",1,"mg/l",2,"","A",""
"18CMG207","Chlorophyll A",2018-08-07,"479-61-8","T",22.9,"ug/l",NA,"ug/l",3.2,"","A",""
"18CMG207","Color, True",2018-08-07,"COLOR","T",42,"color unit",NA,"color unit",1,"","T",""
"18CMG207","Nitrate+Nitrite as Nitrogen",2018-08-07,"NO3NO2N","T",0.0026,"mg/l",7e-04,"mg/l",0.002,"","R","Equipment Blank error ; Precision error"
"18CMG207","Nitrogen, ammonia (As N)",2018-08-07,"7664-41-7","T",0.0069,"mg/l",8e-04,"mg/l",0.005,"","A",""
"18CMG207","NITROGEN, KJELDAHL, TOTAL",2018-08-07,"KN","T",1.51,"mg/l",0.08,"mg/l",0.1,"","A",""
"18CMG207","pH of Color Analysis",2018-08-07,"PHCOLOR","T",8.12,"pH units",NA,"pH units",10,"","A",""
"18CMG207","PHOSPHORUS, DISSOLVED (AS P)",2018-08-07,"7723-14-0","D",0.0112,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG207","PHOSPHORUS, TOTAL (AS P)",2018-08-07,"7723-14-0","T",0.0473,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG207","TOTAL ORGANIC CARBON",2018-08-07,"TOC","T",7.8,"mg/l",0.05,"mg/l",1,"","J","estimated value due to Equipment Blank error"
"18CMG209","ALKALINITY, TOTAL (AS CaCO3)",2018-08-07,"ALK","T",35.2,"mg/l",1,"mg/l",2,"","A",""
"18CMG209","Chlorophyll A",2018-08-07,"479-61-8","T",10.3,"ug/l",NA,"ug/l",0.64,"","A",""
"18CMG209","Color, True",2018-08-07,"COLOR","T",36,"color unit",NA,"color unit",1,"","R","Equipment Blank error"
"18CMG209","Nitrate+Nitrite as Nitrogen",2018-08-07,"NO3NO2N","T",0.0028,"mg/l",7e-04,"mg/l",0.002,"","R","Equipment Blank error ; Precision error"
"18CMG209","Nitrogen, ammonia (As N)",2018-08-07,"7664-41-7","T",NA,"mg/l",8e-04,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"18CMG209","NITROGEN, KJELDAHL, TOTAL",2018-08-07,"KN","T",0.81,"mg/l",0.08,"mg/l",0.1,"","A",""
"18CMG209","pH of Color Analysis",2018-08-07,"PHCOLOR","T",7.52,"pH units",NA,"pH units",10,"","A",""
"18CMG209","PHOSPHORUS, DISSOLVED (AS P)",2018-08-07,"7723-14-0","D",0.0093,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG209","PHOSPHORUS, TOTAL (AS P)",2018-08-07,"7723-14-0","T",0.0313,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG209","TOTAL ORGANIC CARBON",2018-08-07,"TOC","T",8,"mg/l",0.05,"mg/l",1,"","J","estimated value due to Equipment Blank error"
"18CMG211","ALKALINITY, TOTAL (AS CaCO3)",2018-08-07,"ALK","T",242,"mg/l",1,"mg/l",2,"","A",""
"18CMG211","Chlorophyll A",2018-08-07,"479-61-8","T",36.5,"ug/l",NA,"ug/l",1.6,"","A",""
"18CMG211","Color, True",2018-08-07,"COLOR","T",22,"color unit",NA,"color unit",1,"","R","Equipment Blank error"
"18CMG211","Nitrate+Nitrite as Nitrogen",2018-08-07,"NO3NO2N","T",0.757,"mg/l",7e-04,"mg/l",0.002,"","R","Precision error"
"18CMG211","Nitrogen, ammonia (As N)",2018-08-07,"7664-41-7","T",0.0707,"mg/l",8e-04,"mg/l",0.005,"","A",""
"18CMG211","NITROGEN, KJELDAHL, TOTAL",2018-08-07,"KN","T",0.71,"mg/l",0.08,"mg/l",0.1,"","A",""
"18CMG211","pH of Color Analysis",2018-08-07,"PHCOLOR","T",8.02,"pH units",NA,"pH units",10,"","A",""
"18CMG211","PHOSPHORUS, DISSOLVED (AS P)",2018-08-07,"7723-14-0","D",0.006,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG211","PHOSPHORUS, TOTAL (AS P)",2018-08-07,"7723-14-0","T",0.0336,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG211","TOTAL ORGANIC CARBON",2018-08-07,"TOC","T",5.3,"mg/l",0.05,"mg/l",1,"","T",""
"18CMG213","ALKALINITY, TOTAL (AS CaCO3)",2018-08-06,"ALK","T",41.2,"mg/l",1,"mg/l",2,"","A",""
"18CMG213","Chlorophyll A",2018-08-06,"479-61-8","T",17.9,"ug/l",NA,"ug/l",0.64,"","A",""
"18CMG213","Color, True",2018-08-06,"COLOR","T",34,"color unit",NA,"color unit",1,"","R","Equipment Blank error"
"18CMG213","Nitrate+Nitrite as Nitrogen",2018-08-06,"NO3NO2N","T",0.0027,"mg/l",7e-04,"mg/l",0.002,"","R","Equipment Blank error ; Precision error"
"18CMG213","Nitrogen, ammonia (As N)",2018-08-06,"7664-41-7","T",NA,"mg/l",8e-04,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"18CMG213","NITROGEN, KJELDAHL, TOTAL",2018-08-06,"KN","T",0.81,"mg/l",0.08,"mg/l",0.1,"","A",""
"18CMG213","pH of Color Analysis",2018-08-06,"PHCOLOR","T",7.46,"pH units",NA,"pH units",10,"","A",""
"18CMG213","PHOSPHORUS, DISSOLVED (AS P)",2018-08-06,"7723-14-0","D",0.0105,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG213","PHOSPHORUS, TOTAL (AS P)",2018-08-06,"7723-14-0","T",0.0419,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG213","TOTAL ORGANIC CARBON",2018-08-06,"TOC","T",6.3,"mg/l",0.05,"mg/l",1,"","T",""
"18CMG215","ALKALINITY, TOTAL (AS CaCO3)",2018-08-06,"ALK","T",128,"mg/l",1,"mg/l",2,"","A",""
"18CMG215","Chlorophyll A",2018-08-06,"479-61-8","T",4.5,"ug/l",NA,"ug/l",0.32,"","A",""
"18CMG215","Color, True",2018-08-06,"COLOR","T",31,"color unit",NA,"color unit",1,"","R","Equipment Blank error"
"18CMG215","Nitrate+Nitrite as Nitrogen",2018-08-06,"NO3NO2N","T",NA,"mg/l",7e-04,"mg/l",0.002,"U","R","Analyte was analyzed for but not detected ; Precision error"
"18CMG215","Nitrogen, ammonia (As N)",2018-08-06,"7664-41-7","T",0.01,"mg/l",8e-04,"mg/l",0.005,"","A",""
"18CMG215","NITROGEN, KJELDAHL, TOTAL",2018-08-06,"KN","T",0.51,"mg/l",0.08,"mg/l",0.1,"","A",""
"18CMG215","pH of Color Analysis",2018-08-06,"PHCOLOR","T",7.84,"pH units",NA,"pH units",10,"","A",""
"18CMG215","PHOSPHORUS, DISSOLVED (AS P)",2018-08-06,"7723-14-0","D",0.0064,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG215","PHOSPHORUS, TOTAL (AS P)",2018-08-06,"7723-14-0","T",0.0167,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG215","TOTAL ORGANIC CARBON",2018-08-06,"TOC","T",6.2,"mg/l",0.05,"mg/l",1,"","T",""
"18CMG216","Color, True",2018-08-06,"COLOR","T",55,"color unit",NA,"color unit",1,"","T",""
"18CMG216","Nitrate+Nitrite as Nitrogen",2018-08-06,"NO3NO2N","T",0.0033,"mg/l",7e-04,"mg/l",0.002,"","R","Equipment Blank error ; Precision error"
"18CMG216","Nitrogen, ammonia (As N)",2018-08-06,"7664-41-7","T",0.306,"mg/l",8e-04,"mg/l",0.005,"","A",""
"18CMG216","NITROGEN, KJELDAHL, TOTAL",2018-08-06,"KN","T",1.07,"mg/l",0.08,"mg/l",0.1,"","A",""
"18CMG216","pH of Color Analysis",2018-08-06,"PHCOLOR","T",7.76,"pH units",NA,"pH units",10,"","A",""
"18CMG216","PHOSPHORUS, DISSOLVED (AS P)",2018-08-06,"7723-14-0","D",0.0127,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG216","PHOSPHORUS, TOTAL (AS P)",2018-08-06,"7723-14-0","T",0.077,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG216","TOTAL ORGANIC CARBON",2018-08-06,"TOC","T",5.8,"mg/l",0.05,"mg/l",1,"","T",""
"18CMG996","ALKALINITY, TOTAL (AS CaCO3)",2018-07-11,"ALK","T",172,"mg/l",1,"mg/l",2,"","A",""
"18CMG996","Chlorophyll A",2018-07-11,"479-61-8","T",39.9,"ug/l",NA,"ug/l",1.1,"","A",""
"18CMG996","Color, True",2018-07-11,"COLOR","T",100,"color unit",NA,"color unit",5,"","A",""
"18CMG996","Nitrate+Nitrite as Nitrogen",2018-07-11,"NO3NO2N","T",0.0035,"mg/l",7e-04,"mg/l",0.002,"","R","Precision error"
"18CMG996","Nitrogen, ammonia (As N)",2018-07-11,"7664-41-7","T",0.0093,"mg/l",8e-04,"mg/l",0.005,"","A",""
"18CMG996","NITROGEN, KJELDAHL, TOTAL",2018-07-11,"KN","T",1.04,"mg/l",0.08,"mg/l",0.1,"","J","estimated value due to Equipment Blank error"
"18CMG996","pH of Color Analysis",2018-07-11,"PHCOLOR","T",8.02,"pH units",NA,"pH units",NA,"","A",""
"18CMG996","PHOSPHORUS, DISSOLVED (AS P)",2018-07-11,"7723-14-0","D",0.0088,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG996","PHOSPHORUS, TOTAL (AS P)",2018-07-11,"7723-14-0","T",0.0441,"mg/l",0.002,"mg/l",0.005,"","A",""
"18CMG996","TOTAL ORGANIC CARBON",2018-07-11,"TOC","T",6.9,"mg/l",0.05,"mg/l",1,"","T",""
"18CMG997","Color, True",2018-07-10,"COLOR","T",12,"color unit",NA,"color unit",1,"","R","Equipment Blank error"
"18CMG997","Nitrate+Nitrite as Nitrogen",2018-07-10,"NO3NO2N","T",NA,"mg/l",7e-04,"mg/l",0.002,"U","R","Analyte was analyzed for but not detected ; Precision error"
"18CMG997","Nitrogen, ammonia (As N)",2018-07-10,"7664-41-7","T",NA,"mg/l",8e-04,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"18CMG997","NITROGEN, KJELDAHL, TOTAL",2018-07-10,"KN","T",NA,"mg/l",0.08,"mg/l",0.1,"U","U","Analyte was analyzed for but not detected"
"18CMG997","pH of Color Analysis",2018-07-10,"PHCOLOR","T",5.85,"pH units",NA,"pH units",NA,"","A",""
"18CMG997","PHOSPHORUS, DISSOLVED (AS P)",2018-07-10,"7723-14-0","D",NA,"mg/l",0.002,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"18CMG997","PHOSPHORUS, TOTAL (AS P)",2018-07-10,"7723-14-0","T",NA,"mg/l",0.002,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
